路線,票種,去返程,上車日期,上車時間,上車分鐘,上車站名,下車日期,下車時間,下車分鐘,下車站名,星期,乘坐分鐘
308,一般票,返程,2022/8/27,19:16,1156,大同市場,2022/8/27,19:23,1163,花蓮火車站,0,7
308,一般票,去程,2022/8/27,07:27,447,花蓮火車站,2022/8/27,07:58,478,門諾醫院,0,31
308,一般票,返程,2022/8/27,09:08,548,北濱公園,2022/8/27,09:27,567,花蓮火車站,0,19
308,一般票,去程,2022/8/28,16:56,1016,花蓮火車站,2022/8/28,17:12,1032,台灣企銀,0,16
308,一般票,去程,2022/8/28,16:56,1016,花蓮火車站,2022/8/28,17:12,1032,台灣企銀,0,16
308,一般票,去程,2022/8/28,16:56,1016,花蓮火車站,2022/8/28,17:20,1040,北濱公園,0,24
308,一般票,去程,2022/8/28,17:31,1051,翰品酒店,2022/8/28,17:50,1070,七星潭,0,19
308,一般票,去程,2022/8/28,17:32,1052,翰品酒店,2022/8/28,17:50,1070,七星潭,0,18
308,一般票,返程,2022/8/28,18:23,1103,七星潭,2022/8/28,19:03,1143,東大門夜市,0,40
308,一般票,返程,2022/8/28,18:24,1104,七星潭,2022/8/28,19:03,1143,東大門夜市,0,39
308,一般票,返程,2022/8/28,19:08,1148,台灣企銀,2022/8/28,19:18,1158,花蓮火車站,0,10
308,一般票,返程,2022/8/28,19:08,1148,台灣企銀,2022/8/28,19:18,1158,花蓮火車站,0,10
308,一般票,去程,2022/8/28,07:29,449,花蓮火車站,2022/8/28,08:20,500,七星潭,0,51
308,一般票,去程,2022/8/29,17:07,1027,花蓮商校,2022/8/29,17:35,1055,美崙浸信會,1,28
308,一般票,去程,2022/8/29,17:39,1059,美侖大飯店,2022/8/29,17:51,1071,七星潭,1,12
308,一般票,去程,2022/8/29,17:39,1059,美侖大飯店,2022/8/29,17:51,1071,七星潭,1,12
308,一般票,返程,2022/8/29,18:25,1105,七星潭,2022/8/29,19:05,1145,東大門夜市,1,40
308,一般票,返程,2022/8/29,18:25,1105,七星潭,2022/8/29,19:05,1145,東大門夜市,1,40
308,一般票,返程,2022/8/29,19:10,1150,台灣企銀,2022/8/29,19:17,1157,花蓮電影城,1,7
308,一般票,返程,2022/8/29,08:35,515,台泥花蓮廠,2022/8/29,08:47,527,美崙浸信會,1,12
308,一般票,返程,2022/8/29,08:38,518,民意社區,2022/8/29,09:17,557,花蓮火車站,1,39
308,一般票,去程,2022/8/30,07:45,465,東大門夜市,2022/8/30,08:23,503,七星潭,1,38
308,一般票,去程,2022/8/30,17:07,1027,花蓮商校,2022/8/30,17:33,1053,美崙浸信會,1,26
308,一般票,返程,2022/8/30,18:20,1100,七星潭,2022/8/30,19:07,1147,台灣企銀,1,47
308,一般票,返程,2022/8/30,18:20,1100,七星潭,2022/8/30,19:16,1156,花蓮火車站,1,56
308,一般票,返程,2022/8/30,18:21,1101,七星潭,2022/8/30,19:16,1156,花蓮火車站,1,55
308,一般票,返程,2022/8/30,18:28,1108,七星潭,2022/8/30,19:16,1156,花蓮火車站,1,48
308,一般票,返程,2022/8/30,18:30,1110,七星潭,2022/8/30,18:59,1139,東大門夜市,1,29
308,一般票,返程,2022/8/30,18:30,1110,七星潭,2022/8/30,19:01,1141,東大門夜市,1,31
308,一般票,返程,2022/8/30,19:07,1147,台灣企銀,2022/8/30,19:16,1156,花蓮火車站,1,9
308,一般票,去程,2022/8/31,07:27,447,花蓮火車站,2022/8/31,07:58,478,門諾醫院,1,31
308,一般票,去程,2022/8/31,07:27,447,花蓮火車站,2022/8/31,07:58,478,門諾醫院,1,31
308,一般票,去程,2022/8/31,07:27,447,花蓮火車站,2022/8/31,07:57,477,門諾醫院,1,30
308,一般票,去程,2022/8/31,07:27,447,花蓮火車站,2022/8/31,07:58,478,門諾醫院,1,31
308,一般票,返程,2022/8/31,08:34,514,台泥花蓮廠,2022/8/31,08:46,526,美崙浸信會,1,12
308,一般票,去程,2022/8/31,16:56,1016,花蓮火車站,2022/8/31,17:19,1039,海濱街,1,23
308,一般票,去程,2022/8/31,16:56,1016,花蓮火車站,2022/8/31,17:19,1039,海濱街,1,23
308,一般票,返程,2022/8/31,18:23,1103,七星潭,2022/8/31,19:12,1152,台灣企銀,1,49
308,一般票,返程,2022/8/31,18:23,1103,七星潭,2022/8/31,19:12,1152,台灣企銀,1,49
308,一般票,返程,2022/8/31,18:24,1104,七星潭,2022/8/31,19:07,1147,東大門夜市,1,43
308,一般票,去程,2022/9/1,07:26,446,花蓮火車站,2022/9/1,07:56,476,門諾醫院,1,30
308,一般票,去程,2022/9/1,07:26,446,花蓮火車站,2022/9/1,07:56,476,門諾醫院,1,30
308,一般票,去程,2022/9/1,07:26,446,花蓮火車站,2022/9/1,07:56,476,門諾醫院,1,30
308,一般票,去程,2022/9/1,07:26,446,花蓮火車站,2022/9/1,07:56,476,門諾醫院,1,30
308,一般票,去程,2022/9/1,16:59,1019,花蓮火車站,2022/9/1,17:16,1036,東大門夜市,1,17
308,一般票,去程,2022/9/1,16:59,1019,花蓮火車站,2022/9/1,17:16,1036,東大門夜市,1,17
308,一般票,返程,2022/9/1,18:20,1100,七星潭,2022/9/1,19:16,1156,大同市場,1,56
308,一般票,返程,2022/9/1,18:36,1116,台泥花蓮廠,2022/9/1,19:21,1161,花蓮電影城,1,45
308,一般票,返程,2022/9/1,18:40,1120,民意社區,2022/9/1,19:25,1165,花蓮火車站,1,45
308,一般票,去程,2022/9/2,07:33,453,花蓮電影城,2022/9/2,07:59,479,家扶中心,1,26
308,一般票,去程,2022/9/2,17:11,1031,台灣企銀,2022/9/2,17:31,1051,美崙浸信會,1,20
308,一般票,返程,2022/9/2,18:34,1114,台泥花蓮廠,2022/9/2,19:15,1155,花蓮火車站,1,41
308,一般票,返程,2022/9/2,18:59,1139,北濱街,2022/9/2,19:09,1149,郵政總局,1,10
308,一般票,返程,2022/9/2,18:59,1139,北濱街,2022/9/2,19:15,1155,花蓮火車站,1,16
308,一般票,去程,2022/9/3,17:12,1032,東大門夜市,2022/9/3,17:40,1060,花蓮曼波園區(海岸路),0,28
308,一般票,返程,2022/9/3,18:34,1114,台泥花蓮廠,2022/9/3,19:17,1157,花蓮火車站,0,43
308,一般票,返程,2022/9/3,18:55,1135,璽賓行旅,2022/9/3,19:03,1143,東大門夜市,0,8
308,一般票,去程,2022/9/4,16:59,1019,花蓮火車站,2022/9/4,17:12,1032,東大門夜市,0,13
308,一般票,返程,2022/9/4,18:35,1115,台泥花蓮廠,2022/9/4,19:14,1154,花蓮商校,0,39
308,一般票,返程,2022/9/4,19:06,1146,東大門夜市,2022/9/4,19:19,1159,花蓮火車站,0,13
308,一般票,返程,2022/9/4,19:06,1146,東大門夜市,2022/9/4,19:19,1159,花蓮火車站,0,13
308,一般票,去程,2022/9/5,16:55,1015,花蓮火車站,2022/9/5,16:59,1019,花蓮火車站,1,4
308,一般票,去程,2022/9/5,16:55,1015,花蓮火車站,2022/9/5,16:59,1019,花蓮火車站,1,4
308,一般票,去程,2022/9/5,17:09,1029,花蓮商校,2022/9/5,17:45,1065,美侖大飯店,1,36
308,一般票,返程,2022/9/5,18:37,1117,台泥花蓮廠,2022/9/5,19:21,1161,花蓮商校,1,44
308,一般票,返程,2022/9/5,19:19,1159,郵政總局,2022/9/5,19:27,1167,花蓮火車站,1,8
308,一般票,返程,2022/9/5,19:19,1159,郵政總局,2022/9/5,19:27,1167,花蓮火車站,1,8
308,一般票,返程,2022/9/6,08:52,532,翰品酒店,2022/9/6,09:08,548,台灣企銀,1,16
308,一般票,去程,2022/9/6,16:55,1015,花蓮火車站,2022/9/6,17:40,1060,市老人會,1,45
308,一般票,去程,2022/9/6,16:59,1019,花蓮火車站,2022/9/6,17:14,1034,台灣企銀,1,15
308,一般票,去程,2022/9/6,17:09,1029,花蓮商校,2022/9/6,17:42,1062,美崙浸信會,1,33
308,一般票,返程,2022/9/6,18:35,1115,台泥花蓮廠,2022/9/6,19:19,1159,花蓮商校,1,44
308,一般票,返程,2022/9/6,19:16,1156,大同市場,2022/9/6,19:22,1162,花蓮電影城,1,6
308,一般票,返程,2022/9/7,08:43,523,美侖大飯店,2022/9/7,09:23,563,花蓮火車站,1,40
308,一般票,返程,2022/9/7,08:43,523,美侖大飯店,2022/9/7,09:23,563,花蓮火車站,1,40
308,一般票,返程,2022/9/7,18:37,1117,台泥花蓮廠,2022/9/7,19:15,1155,花蓮商校,1,38
308,一般票,返程,2022/9/7,19:03,1143,北濱街,2022/9/7,19:15,1155,花蓮商校,1,12
308,一般票,返程,2022/9/8,08:32,512,花蓮曼波園區(海岸路),2022/9/8,09:04,544,東大門夜市,1,32
308,一般票,去程,2022/9/8,16:56,1016,花蓮火車站,2022/9/8,17:59,1079,七星潭,1,63
308,一般票,去程,2022/9/8,16:56,1016,花蓮火車站,2022/9/8,17:59,1079,七星潭,1,63
308,一般票,去程,2022/9/8,17:00,1020,花蓮火車站,2022/9/8,17:19,1039,東大門夜市,1,19
308,一般票,返程,2022/9/8,18:20,1100,七星潭,2022/9/8,19:29,1169,花蓮火車站,1,69
308,一般票,返程,2022/9/8,18:35,1115,台泥花蓮廠,2022/9/8,19:22,1162,花蓮商校,1,47
308,一般票,去程,2022/9/9,16:56,1016,花蓮火車站,2022/9/9,17:30,1050,翰品酒店,1,34
308,一般票,去程,2022/9/9,16:56,1016,花蓮火車站,2022/9/9,17:30,1050,翰品酒店,1,34
308,一般票,返程,2022/9/9,18:35,1115,台泥花蓮廠,2022/9/9,19:18,1158,花蓮商校,1,43
308,一般票,去程,2022/9/10,16:53,1013,花蓮火車站,2022/9/10,17:11,1031,大同市場,0,18
308,一般票,返程,2022/9/10,17:52,1072,七星潭,2022/9/10,19:23,1163,花蓮火車站,0,91
308,一般票,返程,2022/9/10,18:16,1096,七星潭,2022/9/10,19:11,1151,台灣企銀,0,55
308,一般票,返程,2022/9/10,18:16,1096,七星潭,2022/9/10,19:11,1151,台灣企銀,0,55
308,一般票,返程,2022/9/10,18:35,1115,台泥花蓮廠,2022/9/10,19:23,1163,花蓮火車站,0,48
308,一般票,去程,2022/9/10,07:24,444,花蓮火車站,2022/9/10,08:18,498,七星潭,0,54
308,一般票,去程,2022/9/10,07:24,444,花蓮火車站,2022/9/10,08:18,498,七星潭,0,54
308,一般票,去程,2022/9/11,07:51,471,亞士都飯店,2022/9/11,08:12,492,台泥花蓮廠,0,21
308,一般票,返程,2022/9/11,08:39,519,中油辦公大樓,2022/9/11,09:14,554,花蓮火車站,0,35
308,一般票,返程,2022/9/11,08:50,530,市老人會,2022/9/11,09:14,554,花蓮火車站,0,24
308,一般票,去程,2022/9/11,16:57,1017,花蓮火車站,2022/9/11,17:10,1030,大同市場,0,13
308,一般票,去程,2022/9/11,16:57,1017,花蓮火車站,2022/9/11,17:10,1030,大同市場,0,13
308,一般票,返程,2022/9/11,18:35,1115,台泥花蓮廠,2022/9/11,19:10,1150,花蓮商校,0,35
308,一般票,去程,2022/9/12,07:24,444,花蓮火車站,2022/9/12,07:46,466,花蓮女中,1,22
308,一般票,返程,2022/9/12,08:55,535,煙波大飯店,2022/9/12,09:17,557,花蓮火車站,1,22
308,一般票,返程,2022/9/12,08:55,535,煙波大飯店,2022/9/12,09:17,557,花蓮火車站,1,22
308,一般票,去程,2022/9/13,07:23,443,花蓮火車站,2022/9/13,07:46,466,花蓮女中,1,23
308,一般票,返程,2022/9/13,08:35,515,台泥花蓮廠,2022/9/13,08:45,525,美崙浸信會,1,10
308,一般票,去程,2022/9/13,16:55,1015,花蓮火車站,2022/9/13,17:25,1045,煙波大飯店,1,30
308,一般票,去程,2022/9/14,07:27,447,花蓮火車站,2022/9/14,07:49,469,花蓮女中,1,22
308,一般票,返程,2022/9/14,08:35,515,台泥花蓮廠,2022/9/14,09:14,554,郵政總局,1,39
308,一般票,返程,2022/9/14,09:10,550,台灣企銀,2022/9/14,09:21,561,花蓮火車站,1,11
308,一般票,返程,2022/9/14,09:14,554,郵政總局,2022/9/14,09:21,561,花蓮火車站,1,7
308,一般票,去程,2022/9/14,17:07,1027,花蓮商校,2022/9/14,17:16,1036,東大門夜市,1,9
308,一般票,去程,2022/9/14,17:07,1027,花蓮商校,2022/9/14,17:35,1055,美崙浸信會,1,28
308,一般票,返程,2022/9/14,18:28,1108,七星潭,2022/9/14,18:58,1138,煙波大飯店,1,30
308,一般票,返程,2022/9/14,18:28,1108,七星潭,2022/9/14,18:58,1138,煙波大飯店,1,30
308,一般票,返程,2022/9/14,18:36,1116,台泥花蓮廠,2022/9/14,19:16,1156,花蓮商校,1,40
308,一般票,去程,2022/9/15,16:55,1015,花蓮火車站,2022/9/15,17:13,1033,台灣企銀,1,18
308,一般票,去程,2022/9/15,16:55,1015,花蓮火車站,2022/9/15,17:12,1032,台灣企銀,1,17
308,一般票,去程,2022/9/15,16:56,1016,花蓮火車站,2022/9/15,17:10,1030,大同市場,1,14
308,一般票,返程,2022/9/15,18:16,1096,七星潭,2022/9/15,19:09,1149,東大門夜市,1,53
308,一般票,返程,2022/9/15,18:17,1097,七星潭,2022/9/15,19:09,1149,東大門夜市,1,52
308,一般票,返程,2022/9/15,18:35,1115,台泥花蓮廠,2022/9/15,19:26,1166,花蓮火車站,1,51
308,一般票,返程,2022/9/15,19:11,1151,東大門夜市,2022/9/15,19:26,1166,花蓮火車站,1,15
308,一般票,去程,2022/9/15,07:25,445,花蓮火車站,2022/9/15,07:49,469,花蓮女中,1,24
308,一般票,返程,2022/9/15,08:23,503,七星潭,2022/9/15,08:57,537,煙波大飯店,1,34
308,一般票,返程,2022/9/15,08:23,503,七星潭,2022/9/15,08:57,537,煙波大飯店,1,34
308,一般票,去程,2022/9/16,16:52,1012,花蓮火車站,2022/9/16,17:13,1033,台灣企銀,1,21
308,一般票,返程,2022/9/16,18:33,1113,花蓮酒廠,2022/9/16,19:03,1143,東大門夜市,1,30
308,一般票,返程,2022/9/16,18:33,1113,花蓮酒廠,2022/9/16,19:03,1143,東大門夜市,1,30
308,一般票,返程,2022/9/16,18:35,1115,台泥花蓮廠,2022/9/16,19:13,1153,花蓮商校,1,38
308,一般票,返程,2022/9/16,19:04,1144,東大門夜市,2022/9/16,19:18,1158,花蓮火車站,1,14
308,一般票,去程,2022/9/16,07:25,445,花蓮火車站,2022/9/16,07:49,469,花蓮女中,1,24
308,一般票,去程,2022/9/17,16:55,1015,花蓮火車站,2022/9/17,17:15,1035,東大門夜市,0,20
308,一般票,去程,2022/9/17,16:55,1015,花蓮火車站,2022/9/17,17:15,1035,東大門夜市,0,20
308,一般票,返程,2022/9/17,18:35,1115,台泥花蓮廠,2022/9/17,19:18,1158,花蓮火車站,0,43
308,一般票,返程,2022/9/17,09:16,556,大同市場,2022/9/17,09:23,563,花蓮火車站,0,7
308,一般票,去程,2022/9/18,07:27,447,花蓮火車站,2022/9/18,08:21,501,台泥花蓮廠,0,54
308,一般票,返程,2022/9/18,08:50,530,市老人會,2022/9/18,09:09,549,台灣企銀,0,19
308,一般票,返程,2022/9/18,18:35,1115,台泥花蓮廠,2022/9/18,19:12,1152,花蓮商校,0,37
308,一般票,返程,2022/9/19,18:23,1103,七星潭,2022/9/19,19:10,1150,台灣企銀,1,47
308,一般票,返程,2022/9/19,18:23,1103,七星潭,2022/9/19,19:10,1150,台灣企銀,1,47
308,一般票,返程,2022/9/19,18:23,1103,七星潭,2022/9/19,19:10,1150,台灣企銀,1,47
308,一般票,返程,2022/9/19,18:36,1116,台泥花蓮廠,2022/9/19,19:18,1158,花蓮電影城,1,42
308,一般票,返程,2022/9/19,18:59,1139,璽賓行旅,2022/9/19,19:04,1144,東大門夜市,1,5
308,一般票,返程,2022/9/19,18:59,1139,璽賓行旅,2022/9/19,19:03,1143,北濱街,1,4
308,一般票,去程,2022/9/19,07:59,479,美崙浸信會,2022/9/19,08:10,490,台泥花蓮廠,1,11
308,一般票,返程,2022/9/20,19:08,1148,台灣企銀,2022/9/20,19:18,1158,花蓮火車站,1,10
308,一般票,返程,2022/9/20,19:09,1149,台灣企銀,2022/9/20,19:18,1158,花蓮火車站,1,9
308,一般票,去程,2022/9/20,08:02,482,美崙浸信會,2022/9/20,08:15,495,台泥花蓮廠,1,13
308,一般票,返程,2022/9/20,08:51,531,家扶中心,2022/9/20,09:11,551,大同市場,1,20
308,一般票,返程,2022/9/21,18:57,1137,璽賓行旅,2022/9/21,19:15,1155,花蓮火車站,1,18
308,一般票,返程,2022/9/21,18:57,1137,璽賓行旅,2022/9/21,19:15,1155,花蓮火車站,1,18
308,一般票,返程,2022/9/21,08:20,500,七星潭,2022/9/21,09:17,557,花蓮火車站,1,57
308,一般票,返程,2022/9/22,18:34,1114,台泥花蓮廠,2022/9/22,19:12,1152,花蓮商校,1,38
308,一般票,返程,2022/9/22,18:57,1137,璽賓行旅,2022/9/22,19:03,1143,東大門夜市,1,6
308,一般票,返程,2022/9/22,18:57,1137,璽賓行旅,2022/9/22,19:03,1143,東大門夜市,1,6
308,一般票,返程,2022/9/22,19:13,1153,花蓮商校,2022/9/22,19:18,1158,花蓮火車站,1,5
308,一般票,去程,2022/9/22,07:29,449,花蓮火車站,2022/9/22,07:37,457,花蓮商校,1,8
308,一般票,返程,2022/9/23,18:35,1115,台泥花蓮廠,2022/9/23,19:13,1153,花蓮商校,1,38
308,一般票,返程,2022/9/23,18:37,1117,民意社區,2022/9/23,19:12,1152,郵政總局,1,35
308,一般票,去程,2022/9/23,07:59,479,美崙浸信會,2022/9/23,08:12,492,台泥花蓮廠,1,13
308,一般票,去程,2022/9/24,17:08,1028,郵政總局,2022/9/24,17:16,1036,東大門夜市,0,8
308,一般票,去程,2022/9/24,17:13,1033,台灣企銀,2022/9/24,17:52,1072,七星潭,0,39
308,一般票,返程,2022/9/24,18:37,1117,台泥花蓮廠,2022/9/24,19:20,1160,花蓮火車站,0,43
308,一般票,去程,2022/9/24,07:59,479,美崙浸信會,2022/9/24,08:11,491,台泥花蓮廠,0,12
308,一般票,去程,2022/9/25,07:24,444,花蓮火車站,2022/9/25,07:45,465,花蓮女中,0,21
308,一般票,去程,2022/9/25,07:55,475,美崙浸信會,2022/9/25,08:07,487,台泥花蓮廠,0,12
308,一般票,去程,2022/9/25,16:56,1016,花蓮火車站,2022/9/25,17:25,1045,煙波大飯店,0,29
308,一般票,去程,2022/9/25,16:56,1016,花蓮火車站,2022/9/25,17:27,1047,煙波大飯店,0,31
308,一般票,去程,2022/9/25,16:56,1016,花蓮火車站,2022/9/25,17:27,1047,煙波大飯店,0,31
308,一般票,返程,2022/9/25,18:36,1116,台泥花蓮廠,2022/9/25,19:16,1156,花蓮商校,0,40
308,一般票,返程,2022/9/25,19:07,1147,東大門夜市,2022/9/25,19:21,1161,花蓮火車站,0,14
308,一般票,返程,2022/9/25,19:08,1148,東大門夜市,2022/9/25,19:21,1161,花蓮火車站,0,13
308,一般票,返程,2022/9/26,18:38,1118,台泥花蓮廠,2022/9/26,19:15,1155,花蓮商校,1,37
308,一般票,去程,2022/9/27,07:27,447,花蓮火車站,2022/9/27,07:37,457,花蓮商校,1,10
308,一般票,去程,2022/9/27,07:28,448,花蓮火車站,2022/9/27,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/27,07:28,448,花蓮火車站,2022/9/27,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/27,08:02,482,美崙浸信會,2022/9/27,08:14,494,台泥花蓮廠,1,12
308,一般票,返程,2022/9/27,18:35,1115,台泥花蓮廠,2022/9/27,19:15,1155,花蓮商校,1,40
308,一般票,去程,2022/9/28,07:28,448,花蓮火車站,2022/9/28,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/28,07:28,448,花蓮火車站,2022/9/28,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/28,07:28,448,花蓮火車站,2022/9/28,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/28,07:43,463,東大門夜市,2022/9/28,08:10,490,台泥花蓮廠,1,27
308,一般票,返程,2022/9/28,18:35,1115,台泥花蓮廠,2022/9/28,19:16,1156,花蓮商校,1,41
308,一般票,去程,2022/9/29,07:25,445,花蓮火車站,2022/9/29,08:14,494,台泥花蓮廠,1,49
308,一般票,去程,2022/9/29,07:28,448,花蓮火車站,2022/9/29,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/29,07:28,448,花蓮火車站,2022/9/29,07:37,457,花蓮商校,1,9
308,一般票,去程,2022/9/29,16:56,1016,花蓮火車站,2022/9/29,17:18,1038,東大門夜市,1,22
308,一般票,去程,2022/9/29,16:59,1019,花蓮火車站,2022/9/29,18:04,1084,七星潭,1,65
308,一般票,去程,2022/9/29,17:09,1029,花蓮商校,2022/9/29,17:44,1064,美崙浸信會,1,35
308,一般票,去程,2022/9/29,17:19,1039,東大門夜市,2022/9/29,17:32,1052,煙波大飯店,1,13
308,一般票,返程,2022/9/29,18:24,1104,七星潭,2022/9/29,19:10,1150,北濱街,1,46
308,一般票,返程,2022/9/29,18:36,1116,台泥花蓮廠,2022/9/29,19:26,1166,花蓮火車站,1,50
308,一般票,去程,2022/9/30,17:03,1023,花蓮電影城,2022/9/30,17:35,1055,美崙浸信會,1,32
308,一般票,返程,2022/9/30,18:35,1115,台泥花蓮廠,2022/9/30,19:13,1153,花蓮商校,1,38
308,一般票,去程,2022/9/30,07:28,448,花蓮火車站,2022/9/30,08:16,496,台泥花蓮廠,1,48
308,一般票,去程,2022/10/1,16:55,1015,花蓮火車站,2022/10/1,17:53,1073,七星潭,0,58
308,一般票,去程,2022/10/1,16:55,1015,花蓮火車站,2022/10/1,17:54,1074,七星潭,0,59
308,一般票,返程,2022/10/1,18:19,1099,七星潭,2022/10/1,19:19,1159,花蓮火車站,0,60
308,一般票,返程,2022/10/1,18:19,1099,七星潭,2022/10/1,19:19,1159,花蓮火車站,0,60
308,一般票,返程,2022/10/1,18:19,1099,七星潭,2022/10/1,19:19,1159,花蓮火車站,0,60
308,一般票,返程,2022/10/1,18:29,1109,七星潭,2022/10/1,19:01,1141,東大門夜市,0,32
308,一般票,返程,2022/10/1,18:29,1109,七星潭,2022/10/1,19:00,1140,東大門夜市,0,31
308,一般票,返程,2022/10/1,18:35,1115,台泥花蓮廠,2022/10/1,19:19,1159,花蓮火車站,0,44
308,一般票,返程,2022/10/1,08:40,520,中油辦公大樓,2022/10/1,09:14,554,花蓮電影城,0,34
308,一般票,去程,2022/10/2,16:54,1014,花蓮火車站,2022/10/2,17:22,1042,中美路民權八街口,0,28
308,一般票,返程,2022/10/2,18:35,1115,台泥花蓮廠,2022/10/2,19:12,1152,花蓮商校,0,37
308,一般票,去程,2022/10/2,07:58,478,美崙浸信會,2022/10/2,08:10,490,台泥花蓮廠,0,12
308,一般票,去程,2022/10/3,07:57,477,美崙浸信會,2022/10/3,08:08,488,台泥花蓮廠,1,11
308,一般票,去程,2022/10/3,16:59,1019,花蓮火車站,2022/10/3,17:15,1035,東大門夜市,1,16
308,一般票,返程,2022/10/3,18:22,1102,七星潭,2022/10/3,19:00,1140,東大門夜市,1,38
308,一般票,去程,2022/10/4,07:37,457,花蓮商校,2022/10/4,07:47,467,花蓮女中,1,10
308,一般票,返程,2022/10/4,08:34,514,台泥花蓮廠,2022/10/4,08:47,527,美崙浸信會,1,13
308,一般票,返程,2022/10/5,18:36,1116,台泥花蓮廠,2022/10/5,19:18,1158,花蓮火車站,1,42
308,一般票,去程,2022/10/6,07:58,478,美崙浸信會,2022/10/6,08:09,489,台泥花蓮廠,1,11
308,一般票,返程,2022/10/6,08:27,507,七星潭,2022/10/6,09:16,556,花蓮火車站,1,49
308,一般票,去程,2022/10/6,16:52,1012,花蓮火車站,2022/10/6,17:32,1052,翰品酒店,1,40
308,一般票,返程,2022/10/6,18:13,1093,七星潭,2022/10/6,19:14,1154,花蓮商校,1,61
308,一般票,返程,2022/10/6,18:13,1093,七星潭,2022/10/6,19:15,1155,花蓮商校,1,62
308,一般票,返程,2022/10/6,18:36,1116,台泥花蓮廠,2022/10/6,19:14,1154,花蓮商校,1,38
308,一般票,去程,2022/10/7,07:29,449,花蓮火車站,2022/10/7,07:37,457,花蓮商校,1,8
308,一般票,去程,2022/10/7,07:30,450,花蓮火車站,2022/10/7,07:37,457,花蓮商校,1,7
308,一般票,去程,2022/10/7,07:37,457,花蓮商校,2022/10/7,08:21,501,台泥花蓮廠,1,44
308,一般票,去程,2022/10/7,16:55,1015,花蓮火車站,2022/10/7,17:14,1034,東大門夜市,1,19
308,一般票,返程,2022/10/7,18:36,1116,台泥花蓮廠,2022/10/7,19:22,1162,花蓮火車站,1,46
308,一般票,去程,2022/10/8,16:56,1016,花蓮火車站,2022/10/8,17:24,1044,海濱街,0,28
308,一般票,去程,2022/10/8,16:56,1016,花蓮火車站,2022/10/8,17:20,1040,東大門夜市,0,24
308,一般票,去程,2022/10/8,16:56,1016,花蓮火車站,2022/10/8,17:20,1040,東大門夜市,0,24
308,一般票,返程,2022/10/8,18:37,1117,台泥花蓮廠,2022/10/8,19:23,1163,花蓮商校,0,46
308,一般票,去程,2022/10/8,07:38,458,花蓮商校,2022/10/8,08:22,502,台泥花蓮廠,0,44
308,一般票,返程,2022/10/9,18:25,1105,七星潭,2022/10/9,19:11,1151,花蓮商校,0,46
308,一般票,返程,2022/10/9,18:25,1105,七星潭,2022/10/9,19:11,1151,花蓮商校,0,46
308,一般票,返程,2022/10/9,18:25,1105,七星潭,2022/10/9,19:11,1151,花蓮商校,0,46
308,一般票,返程,2022/10/9,18:35,1115,台泥花蓮廠,2022/10/9,19:10,1150,花蓮商校,0,35
308,一般票,返程,2022/10/9,09:16,556,大同市場,2022/10/9,09:23,563,花蓮火車站,0,7
308,一般票,返程,2022/10/10,18:36,1116,台泥花蓮廠,2022/10/10,19:20,1160,花蓮火車站,1,44
308,一般票,去程,2022/10/10,07:37,457,花蓮商校,2022/10/10,08:19,499,台泥花蓮廠,1,42
308,一般票,返程,2022/10/10,08:52,532,翰品酒店,2022/10/10,09:22,562,花蓮電影城,1,30
308,一般票,去程,2022/10/11,16:56,1016,花蓮火車站,2022/10/11,17:19,1039,海濱街,1,23
308,一般票,去程,2022/10/11,16:56,1016,花蓮火車站,2022/10/11,17:19,1039,海濱街,1,23
308,一般票,去程,2022/10/11,16:56,1016,花蓮火車站,2022/10/11,17:19,1039,海濱街,1,23
308,一般票,去程,2022/10/11,17:07,1027,花蓮商校,2022/10/11,17:36,1056,美崙浸信會,1,29
308,一般票,返程,2022/10/11,18:34,1114,台泥花蓮廠,2022/10/11,19:11,1151,花蓮商校,1,37
308,一般票,返程,2022/10/11,18:50,1130,翰品酒店,2022/10/11,19:16,1156,花蓮火車站,1,26
308,一般票,返程,2022/10/11,18:50,1130,翰品酒店,2022/10/11,19:16,1156,花蓮火車站,1,26
308,一般票,去程,2022/10/11,07:26,446,花蓮火車站,2022/10/11,07:42,462,台灣企銀,1,16
308,一般票,去程,2022/10/11,07:27,447,花蓮火車站,2022/10/11,07:37,457,花蓮商校,1,10
308,一般票,去程,2022/10/11,07:28,448,花蓮火車站,2022/10/11,07:37,457,花蓮商校,1,9
308,一般票,返程,2022/10/11,08:42,522,美侖大飯店,2022/10/11,09:14,554,花蓮火車站,1,32
308,一般票,返程,2022/10/11,08:42,522,美侖大飯店,2022/10/11,09:14,554,花蓮火車站,1,32
308,一般票,去程,2022/10/12,17:10,1030,大同市場,2022/10/12,17:35,1055,美崙浸信會,1,25
308,一般票,返程,2022/10/12,18:34,1114,台泥花蓮廠,2022/10/12,19:11,1151,花蓮火車站,1,37
308,一般票,去程,2022/10/12,07:37,457,花蓮商校,2022/10/12,08:10,490,台泥花蓮廠,1,33
308,一般票,去程,2022/10/13,07:37,457,花蓮商校,2022/10/13,08:12,492,台泥花蓮廠,1,35
