路線,票種,去返程,上車日期,上車時間,上車分鐘,上車站名,下車日期,下車時間,下車分鐘,下車站名,星期,乘坐分鐘
308,一般票,返程,2022/11/5,18:57,1137,煙波大飯店,2022/11/5,19:05,1145,北濱街,0,8
308,一般票,去程,2022/11/6,16:53,1013,花蓮火車站,2022/11/6,17:33,1053,福容大飯店,0,40
308,一般票,去程,2022/11/10,16:53,1013,花蓮火車站,2022/11/10,17:56,1076,七星潭,1,63
308,一般票,去程,2022/11/10,17:07,1027,花蓮商校,2022/11/10,17:33,1053,麗軒國際飯店,1,26
308,一般票,返程,2022/11/10,18:14,1094,七星潭,2022/11/10,19:10,1150,花蓮火車站,1,56
308,一般票,去程,2022/11/11,17:08,1028,郵政總局,2022/11/11,17:29,1049,門諾醫院,1,21
308,一般票,去程,2022/11/14,17:07,1027,花蓮商校,2022/11/14,17:36,1056,海岸中興路口,1,29
308,一般票,返程,2022/11/15,08:46,526,福容大飯店,2022/11/15,09:10,550,花蓮商校,1,24
308,一般票,去程,2022/11/15,17:09,1029,花蓮商校,2022/11/15,17:40,1060,海岸中興路口,1,31
308,一般票,返程,2022/11/16,08:53,533,煙波大飯店,2022/11/16,09:12,552,花蓮火車站,1,19
308,一般票,去程,2022/11/17,17:05,1025,商校街,2022/11/17,17:16,1036,東大門夜市,1,11
308,一般票,去程,2022/11/17,17:05,1025,商校街,2022/11/17,17:16,1036,東大門夜市,1,11
308,一般票,去程,2022/11/17,17:07,1027,花蓮商校,2022/11/17,17:24,1044,黎明教養院,1,17
308,一般票,返程,2022/11/17,18:27,1107,七星潭,2022/11/17,19:07,1147,郵政總局,1,40
308,一般票,返程,2022/11/17,18:27,1107,七星潭,2022/11/17,19:07,1147,郵政總局,1,40
308,一般票,返程,2022/11/17,18:48,1128,門諾醫院,2022/11/17,19:12,1152,花蓮火車站,1,24
308,一般票,去程,2022/11/18,17:09,1029,花蓮商校,2022/11/18,17:33,1053,麗軒國際飯店,1,24
308,一般票,返程,2022/11/19,18:19,1099,七星潭,2022/11/19,19:08,1148,東大門夜市,0,49
308,一般票,返程,2022/11/19,18:48,1128,福容大飯店,2022/11/19,19:06,1146,東大門夜市,0,18
308,一般票,去程,2022/11/22,17:09,1029,花蓮商校,2022/11/22,17:37,1057,中美中興路口,1,28
308,一般票,返程,2022/11/25,17:50,1070,七星潭,2022/11/25,19:07,1147,花蓮火車站,1,77
308,一般票,返程,2022/11/25,17:50,1070,七星潭,2022/11/25,19:07,1147,花蓮火車站,1,77
308,一般票,返程,2022/11/25,18:54,1134,煙波大飯店,2022/11/25,19:00,1140,花蓮女中,1,6
308,一般票,返程,2022/11/25,18:54,1134,煙波大飯店,2022/11/25,19:00,1140,花蓮女中,1,6
308,一般票,返程,2022/11/28,18:57,1137,門諾醫院,2022/11/28,19:24,1164,花蓮火車站,1,27
308,一般票,去程,2022/11/29,16:53,1013,花蓮火車站,2022/11/29,17:33,1053,麗軒國際飯店,1,40
308,一般票,返程,2022/12/1,08:48,528,福容大飯店,2022/12/1,09:17,557,花蓮火車站,1,29
308,一般票,去程,2022/12/1,17:09,1029,郵政總局,2022/12/1,17:35,1055,麗軒國際飯店,1,26
308,一般票,返程,2022/12/1,18:32,1112,花蓮曼波園區(海岸路),2022/12/1,19:01,1141,東大門夜市,1,29
308,一般票,去程,2022/12/5,17:08,1028,花蓮商校,2022/12/5,17:34,1054,中美中興路口,1,26
308,一般票,去程,2022/12/5,17:08,1028,郵政總局,2022/12/5,17:34,1054,中美中興路口,1,26
308,一般票,去程,2022/12/5,17:55,1075,花蓮火車站,2022/12/5,17:56,1076,中油辦公大樓,1,1
308,一般票,去程,2022/12/6,17:08,1028,郵政總局,2022/12/6,17:28,1048,麗軒國際飯店,1,20
308,一般票,返程,2022/12/7,19:07,1147,大同市場,2022/12/7,19:10,1150,花蓮商校,1,3
308,一般票,返程,2022/12/7,19:07,1147,大同市場,2022/12/7,19:10,1150,花蓮商校,1,3
308,一般票,去程,2022/12/8,16:59,1019,花蓮火車站,2022/12/8,17:30,1050,煙波大飯店,1,31
308,一般票,去程,2022/12/8,17:07,1027,花蓮商校,2022/12/8,17:41,1061,美崙浸信會,1,34
308,一般票,返程,2022/12/9,08:57,537,煙波大飯店,2022/12/9,09:10,550,台灣企銀,1,13
308,一般票,去程,2022/12/9,16:55,1015,花蓮火車站,2022/12/9,17:28,1048,中美中興路口,1,33
308,一般票,去程,2022/12/12,17:00,1020,花蓮火車站,2022/12/12,17:17,1037,東大門夜市,1,17
308,一般票,去程,2022/12/12,17:00,1020,花蓮火車站,2022/12/12,17:17,1037,東大門夜市,1,17
308,一般票,去程,2022/12/12,17:00,1020,花蓮火車站,2022/12/12,17:17,1037,東大門夜市,1,17
308,一般票,去程,2022/12/12,17:18,1038,東大門夜市,2022/12/12,17:33,1053,麗軒國際飯店,1,15
308,一般票,返程,2022/12/16,18:55,1135,煙波大飯店,2022/12/16,19:04,1144,東大門夜市,1,9
308,一般票,返程,2022/12/16,19:04,1144,東大門夜市,2022/12/16,19:16,1156,花蓮火車站,1,12
308,一般票,去程,2022/12/17,16:55,1015,花蓮火車站,2022/12/17,17:31,1051,市老人會,0,36
308,一般票,返程,2022/12/19,08:49,529,中美中興路口,2022/12/19,09:08,548,花蓮火車站,1,19
308,一般票,去程,2022/12/19,17:07,1027,花蓮商校,2022/12/19,17:36,1056,中美中興路口,1,29
308,一般票,去程,2022/12/21,17:09,1029,花蓮商校,2022/12/21,17:36,1056,中美中興路口,1,27
308,一般票,去程,2022/12/21,17:13,1033,大同市場,2022/12/21,17:33,1053,門諾醫院,1,20
308,一般票,去程,2022/12/24,16:56,1016,花蓮火車站,2022/12/24,17:12,1032,台灣企銀,0,16
308,一般票,去程,2022/12/24,16:56,1016,花蓮火車站,2022/12/24,17:12,1032,台灣企銀,0,16
308,一般票,去程,2022/12/26,17:09,1029,花蓮商校,2022/12/26,17:36,1056,中美中興路口,1,27
308,一般票,去程,2022/12/28,17:07,1027,花蓮商校,2022/12/28,17:34,1054,中美中興路口,1,27
308,一般票,去程,2022/12/29,16:55,1015,花蓮火車站,2022/12/29,17:33,1053,福容大飯店,1,38
308,一般票,去程,2022/12/31,17:06,1026,商校街,2022/12/31,17:18,1038,東大門夜市,0,12
308,一般票,去程,2022/12/31,17:06,1026,商校街,2022/12/31,17:18,1038,東大門夜市,0,12
308,一般票,去程,2022/12/31,17:07,1027,花蓮商校,2022/12/31,17:18,1038,東大門夜市,0,11
308,一般票,去程,2023/1/1,17:04,1024,花蓮電影城,2023/1/1,17:27,1047,北濱公園,0,23
308,一般票,返程,2023/1/4,08:33,513,花蓮酒廠,2023/1/4,08:51,531,門諾醫院,1,18
308,一般票,去程,2023/1/4,17:07,1027,花蓮商校,2023/1/4,17:31,1051,翰品酒店,1,24
308,一般票,去程,2023/1/6,07:29,449,花蓮火車站,2023/1/6,07:48,468,花蓮女中,1,19
308,一般票,去程,2023/1/10,17:07,1027,花蓮商校,2023/1/10,17:36,1056,中美中興路口,1,29
308,一般票,去程,2023/1/12,17:07,1027,花蓮商校,2023/1/12,17:34,1054,中美中興路口,1,27
308,一般票,去程,2023/1/13,17:05,1025,花蓮電影城,2023/1/13,17:31,1051,美崙浸信會,1,26
308,一般票,去程,2023/1/16,17:07,1027,花蓮商校,2023/1/16,17:34,1054,中美中興路口,1,27
308,一般票,去程,2023/1/18,17:07,1027,花蓮商校,2023/1/18,17:30,1050,中美中興路口,1,23
308,一般票,去程,2023/1/20,17:14,1034,台灣企銀,2023/1/20,17:33,1053,煙波大飯店,1,19
308,一般票,返程,2023/1/21,08:44,524,美侖大飯店,2023/1/21,09:23,563,花蓮火車站,0,39
308,一般票,返程,2023/1/21,08:44,524,美侖大飯店,2023/1/21,09:23,563,花蓮火車站,0,39
308,一般票,返程,2023/1/21,08:44,524,美侖大飯店,2023/1/21,09:23,563,花蓮火車站,0,39
308,一般票,返程,2023/1/21,08:44,524,美侖大飯店,2023/1/21,09:23,563,花蓮火車站,0,39
308,一般票,返程,2023/1/21,08:44,524,美侖大飯店,2023/1/21,09:23,563,花蓮火車站,0,39
308,一般票,去程,2023/1/24,07:24,444,花蓮火車站,2023/1/24,08:15,495,花蓮曼波園區(海岸路),1,51
308,一般票,去程,2023/1/24,16:59,1019,花蓮火車站,2023/1/24,18:00,1080,中美中興路口,1,61
308,一般票,去程,2023/1/24,16:59,1019,花蓮火車站,2023/1/24,18:00,1080,中美中興路口,1,61
308,一般票,返程,2023/1/26,18:26,1106,七星潭,2023/1/26,19:56,1196,花蓮火車站,1,90
308,一般票,返程,2023/1/26,18:26,1106,七星潭,2023/1/26,19:05,1145,北濱街,1,39
308,一般票,返程,2023/1/26,18:26,1106,七星潭,2023/1/26,19:44,1184,台灣企銀,1,78
308,一般票,返程,2023/1/26,18:26,1106,七星潭,2023/1/26,19:06,1146,北濱街,1,40
308,一般票,返程,2023/1/26,18:26,1106,七星潭,2023/1/26,19:06,1146,北濱街,1,40
308,一般票,返程,2023/1/26,18:28,1108,七星潭,2023/1/26,19:05,1145,北濱街,1,37
308,一般票,返程,2023/1/26,18:28,1108,七星潭,2023/1/26,19:05,1145,北濱街,1,37
308,一般票,返程,2023/1/27,18:41,1121,美侖大飯店,2023/1/27,19:13,1153,台灣企銀,1,32
308,一般票,返程,2023/1/28,08:46,526,市老人會,2023/1/28,09:16,556,花蓮火車站,0,30
308,一般票,返程,2023/1/30,18:22,1102,七星潭,2023/1/30,19:05,1145,台灣企銀,1,43
308,一般票,去程,2023/1/30,07:37,457,花蓮商校,2023/1/30,08:00,480,美崙浸信會,1,23
308,一般票,返程,2023/1/31,18:50,1130,福容大飯店,2023/1/31,19:05,1145,東大門夜市,1,15
308,一般票,返程,2023/1/31,18:50,1130,福容大飯店,2023/1/31,19:05,1145,東大門夜市,1,15
308,一般票,去程,2023/1/31,07:28,448,花蓮火車站,2023/1/31,07:55,475,門諾醫院,1,27
308,一般票,去程,2023/2/2,17:08,1028,花蓮商校,2023/2/2,17:17,1037,東大門夜市,1,9
308,一般票,返程,2023/2/2,18:33,1113,花蓮曼波園區(海岸路),2023/2/2,19:05,1145,東大門夜市,1,32
308,一般票,返程,2023/2/3,09:00,540,北濱街,2023/2/3,09:14,554,花蓮火車站,1,14
308,一般票,返程,2023/2/3,09:00,540,北濱街,2023/2/3,09:14,554,花蓮火車站,1,14
308,一般票,返程,2023/2/4,08:49,529,翰品酒店,2023/2/4,09:10,550,花蓮火車站,0,21
308,一般票,返程,2023/2/5,09:05,545,大同市場,2023/2/5,09:12,552,花蓮火車站,0,7
308,一般票,去程,2023/2/6,19:28,1168,花蓮火車站,2023/2/6,20:16,1216,中美中興路口,1,48
308,一般票,返程,2023/2/9,09:05,545,璽賓行旅,2023/2/9,09:09,549,北濱街,1,4
308,一般票,返程,2023/2/9,09:05,545,璽賓行旅,2023/2/9,09:09,549,北濱街,1,4
308,一般票,去程,2023/2/11,16:56,1016,花蓮火車站,2023/2/11,17:19,1039,花蓮女中,0,23
308,一般票,去程,2023/2/11,16:56,1016,花蓮火車站,2023/2/11,17:19,1039,花蓮女中,0,23
308,一般票,去程,2023/2/11,16:56,1016,花蓮火車站,2023/2/11,17:12,1032,台灣企銀,0,16
308,一般票,返程,2023/2/19,18:24,1104,七星潭,2023/2/19,19:02,1142,台灣企銀,0,38
308,一般票,去程,2023/2/20,16:57,1017,花蓮火車站,2023/2/20,17:09,1029,台灣企銀,1,12
308,一般票,去程,2023/2/23,07:43,463,東大門夜市,2023/2/23,07:48,468,黎明教養院,1,5
308,一般票,返程,2023/2/23,08:52,532,煙波大飯店,2023/2/23,09:10,550,花蓮火車站,1,18
308,一般票,返程,2023/2/23,08:52,532,煙波大飯店,2023/2/23,09:10,550,花蓮火車站,1,18
308,一般票,去程,2023/2/24,17:19,1039,海濱街,2023/2/24,17:28,1048,煙波大飯店,1,9
308,一般票,去程,2023/2/24,17:19,1039,海濱街,2023/2/24,17:28,1048,煙波大飯店,1,9
308,一般票,返程,2023/2/24,18:33,1113,花蓮曼波園區(海岸路),2023/2/24,19:05,1145,東大門夜市,1,32
308,一般票,返程,2023/2/24,08:49,529,麗軒國際飯店,2023/2/24,09:03,543,台灣企銀,1,14
308,一般票,去程,2023/2/26,16:59,1019,花蓮火車站,2023/2/26,17:38,1058,美侖大飯店,0,39
308,一般票,返程,2023/2/26,18:54,1134,璽賓行旅,2023/2/26,18:58,1138,北濱街,0,4
308,一般票,返程,2022/9/25,08:23,503,七星潭,2022/9/25,09:10,550,花蓮火車站,0,47
308,優待票,返程,2022/4/4,19:03,1143,璽賓行旅,2022/4/4,19:09,1149,東大門夜市,1,6
308,優待票,去程,2022/4/16,17:04,1024,花蓮電影城,2022/4/16,17:11,1031,台灣企銀,0,7
308,優待票,返程,2022/5/7,18:27,1107,七星潭,2022/5/7,19:02,1142,東大門夜市,0,35
308,優待票,去程,2022/6/4,17:16,1036,北濱公園,2022/6/4,17:46,1066,七星潭,0,30
308,優待票,返程,2022/6/9,19:07,1147,東大門夜市,2022/6/9,19:22,1162,花蓮火車站,1,15
308,優待票,返程,2022/6/9,19:07,1147,東大門夜市,2022/6/9,19:22,1162,花蓮火車站,1,15
308,優待票,返程,2022/6/10,18:24,1104,七星潭,2022/6/10,19:03,1143,東大門夜市,1,39
308,優待票,返程,2022/6/11,19:10,1150,東大門夜市,2022/6/11,19:25,1165,花蓮火車站,0,15
308,優待票,返程,2022/6/11,19:10,1150,東大門夜市,2022/6/11,19:25,1165,花蓮火車站,0,15
308,優待票,返程,2022/6/13,19:25,1165,東大門夜市,2022/6/13,19:40,1180,花蓮火車站,1,15
308,優待票,返程,2022/6/20,19:13,1153,東大門夜市,2022/6/20,19:26,1166,花蓮火車站,1,13
308,優待票,去程,2022/7/2,17:05,1025,花蓮電影城,2022/7/2,17:16,1036,台灣企銀,0,11
308,優待票,去程,2022/7/2,17:05,1025,花蓮電影城,2022/7/2,17:16,1036,台灣企銀,0,11
308,優待票,去程,2022/7/8,16:58,1018,花蓮火車站,2022/7/8,17:19,1039,海濱街,1,21
308,優待票,去程,2022/7/9,07:15,435,花蓮火車站,2022/7/9,08:08,488,七星潭,0,53
308,優待票,返程,2022/7/12,18:29,1109,七星潭,2022/7/12,19:13,1153,花蓮火車站,1,44
308,優待票,返程,2022/7/16,18:57,1137,亞士都飯店,2022/7/16,19:06,1146,東大門夜市,0,9
308,優待票,返程,2022/7/17,18:23,1103,七星潭,2022/7/17,19:10,1150,東大門夜市,0,47
308,優待票,返程,2022/7/17,18:23,1103,七星潭,2022/7/17,19:10,1150,東大門夜市,0,47
308,優待票,返程,2022/7/17,19:02,1142,璽賓行旅,2022/7/17,19:11,1151,東大門夜市,0,9
308,優待票,去程,2022/7/24,17:08,1028,花蓮商校,2022/7/24,17:53,1073,七星潭,0,45
308,優待票,返程,2022/7/24,08:53,533,中美中興路口,2022/7/24,09:16,556,花蓮商校,0,23
308,優待票,返程,2022/7/27,18:23,1103,七星潭,2022/7/27,19:23,1163,花蓮火車站,1,60
308,優待票,返程,2022/8/3,08:57,537,璽賓行旅,2022/8/3,09:14,554,花蓮火車站,1,17
308,優待票,返程,2022/8/4,18:41,1121,美侖大飯店,2022/8/4,19:00,1140,東大門夜市,1,19
308,優待票,返程,2022/8/5,18:48,1128,福容大飯店,2022/8/5,19:03,1143,東大門夜市,1,15
308,優待票,去程,2022/8/6,07:25,445,花蓮電影城,2022/8/6,07:31,451,大同市場,0,6
308,優待票,去程,2022/8/17,17:08,1028,郵政總局,2022/8/17,17:50,1070,七星潭,1,42
308,優待票,返程,2022/8/17,18:23,1103,七星潭,2022/8/17,19:05,1145,東大門夜市,1,42
308,優待票,去程,2022/8/19,16:57,1017,花蓮火車站,2022/8/19,17:40,1060,美侖大飯店,1,43
308,優待票,去程,2022/8/20,17:11,1031,台灣企銀,2022/8/20,17:51,1071,七星潭,0,40
308,優待票,去程,2022/8/20,17:11,1031,台灣企銀,2022/8/20,17:51,1071,七星潭,0,40
308,優待票,去程,2022/8/25,16:56,1016,花蓮火車站,2022/8/25,17:52,1072,七星潭,1,56
308,優待票,返程,2022/8/25,18:22,1102,七星潭,2022/8/25,19:12,1152,東大門夜市,1,50
308,優待票,返程,2022/8/31,18:23,1103,七星潭,2022/8/31,19:11,1151,台灣企銀,1,48
308,優待票,返程,2022/8/31,18:23,1103,七星潭,2022/8/31,19:12,1152,台灣企銀,1,49
308,優待票,去程,2022/9/8,16:56,1016,花蓮火車站,2022/9/8,17:59,1079,七星潭,1,63
308,優待票,去程,2022/9/8,16:56,1016,花蓮火車站,2022/9/8,17:59,1079,七星潭,1,63
308,優待票,返程,2022/9/21,08:20,500,七星潭,2022/9/21,09:17,557,花蓮火車站,1,57
308,優待票,去程,2022/10/4,17:22,1042,花蓮女中,2022/10/4,17:52,1072,民意社區,1,30
308,優待票,去程,2022/10/25,17:22,1042,北濱公園,2022/10/25,17:52,1072,民意社區,1,30
308,優待票,去程,2022/11/1,17:22,1042,北濱公園,2022/11/1,17:49,1069,民意社區,1,27
308,優待票,去程,2022/11/4,17:14,1034,台灣企銀,2022/11/4,17:45,1065,民意社區,1,31
308,優待票,去程,2022/11/11,16:52,1012,花蓮火車站,2022/11/11,17:17,1037,海濱街,1,25
308,優待票,返程,2022/11/12,09:00,540,黎明教養院,2022/11/12,09:12,552,花蓮商校,0,12
308,優待票,去程,2022/11/22,17:22,1042,北濱公園,2022/11/22,17:54,1074,民意社區,1,32
308,優待票,去程,2022/11/29,17:18,1038,北濱公園,2022/11/29,17:49,1069,民意社區,1,31
308,優待票,去程,2022/12/6,17:18,1038,北濱公園,2022/12/6,17:44,1064,台泥花蓮廠,1,26
308,優待票,去程,2022/12/13,17:18,1038,北濱公園,2022/12/13,17:40,1060,民意社區,1,22
308,優待票,去程,2023/1/1,07:24,444,花蓮火車站,2023/1/1,07:45,465,海濱街,0,21
308,優待票,去程,2023/1/3,17:20,1040,北濱公園,2023/1/3,17:43,1063,民意社區,1,23
308,優待票,去程,2023/1/7,16:59,1019,花蓮火車站,2023/1/7,17:14,1034,東大門夜市,0,15
308,優待票,去程,2023/1/7,16:59,1019,花蓮火車站,2023/1/7,17:15,1035,東大門夜市,0,16
308,優待票,去程,2023/1/11,17:18,1038,北濱公園,2023/1/11,17:43,1063,民意社區,1,25
308,優待票,去程,2023/1/12,17:20,1040,北濱公園,2023/1/12,17:46,1066,民意社區,1,26
308,優待票,去程,2023/1/18,17:18,1038,北濱公園,2023/1/18,17:44,1064,民意社區,1,26
308,優待票,去程,2023/1/18,17:18,1038,北濱公園,2023/1/18,17:44,1064,民意社區,1,26
308,優待票,去程,2023/1/22,16:56,1016,花蓮火車站,2023/1/22,17:16,1036,台灣企銀,0,20
308,優待票,去程,2023/2/1,17:12,1032,台灣企銀,2023/2/1,17:38,1058,美侖大飯店,1,26
308,優待票,返程,2023/2/1,18:20,1100,七星潭,2023/2/1,19:05,1145,東大門夜市,1,45
308,優待票,返程,2023/2/4,08:48,528,翰品酒店,2023/2/4,09:10,550,花蓮火車站,0,22
308,優待票,去程,2023/2/8,16:55,1015,花蓮火車站,2023/2/8,17:16,1036,東大門夜市,1,21
308,優待票,去程,2023/2/8,16:55,1015,花蓮火車站,2023/2/8,17:16,1036,東大門夜市,1,21
308,優待票,去程,2023/2/8,16:55,1015,花蓮火車站,2023/2/8,17:16,1036,東大門夜市,1,21
308,優待票,去程,2023/2/8,16:55,1015,花蓮火車站,2023/2/8,17:16,1036,東大門夜市,1,21
308,優待票,返程,2023/2/8,19:08,1148,北濱街,2023/2/8,19:28,1168,花蓮火車站,1,20
308,優待票,返程,2023/2/8,19:08,1148,北濱街,2023/2/8,19:28,1168,花蓮火車站,1,20
308,優待票,返程,2023/2/8,19:08,1148,北濱街,2023/2/8,19:28,1168,花蓮火車站,1,20
308,優待票,返程,2023/2/8,19:08,1148,北濱街,2023/2/8,19:28,1168,花蓮火車站,1,20
308,優待票,去程,2023/2/14,17:12,1032,台灣企銀,2023/2/14,17:46,1066,民意社區,1,34
308,優待票,去程,2023/2/24,17:21,1041,北濱公園,2023/2/24,17:46,1066,民意社區,1,25
308,優待票,去程,2023/2/24,17:21,1041,北濱公園,2023/2/24,17:46,1066,民意社區,1,25
308,學生票,去程,2022/4/1,17:20,1040,海濱街,2022/4/1,17:55,1075,花蓮曼波園區(海岸路),1,35
308,學生票,返程,2022/4/1,18:53,1133,門諾醫院,2022/4/1,19:01,1141,東大門夜市,1,8
308,學生票,返程,2022/4/1,18:53,1133,門諾醫院,2022/4/1,19:01,1141,東大門夜市,1,8
308,學生票,返程,2022/4/2,18:32,1112,花蓮曼波園區(海岸路),2022/4/2,19:03,1143,北濱街,0,31
308,學生票,返程,2022/4/3,18:32,1112,花蓮曼波園區(海岸路),2022/4/3,19:04,1144,東大門夜市,0,32
308,學生票,返程,2022/4/3,18:41,1121,美侖大飯店,2022/4/3,19:05,1145,東大門夜市,0,24
308,學生票,返程,2022/4/3,19:06,1146,東大門夜市,2022/4/3,19:23,1163,花蓮火車站,0,17
308,學生票,去程,2022/4/6,07:23,443,花蓮火車站,2022/4/6,07:51,471,門諾醫院,1,28
308,學生票,返程,2022/4/6,09:02,542,煙波大飯店,2022/4/6,09:10,550,東大門夜市,1,8
308,學生票,去程,2022/4/6,17:07,1027,花蓮商校,2022/4/6,17:14,1034,東大門夜市,1,7
308,學生票,去程,2022/4/7,07:18,438,花蓮火車站,2022/4/7,07:47,467,門諾醫院,1,29
308,學生票,返程,2022/4/7,08:52,532,麗軒國際飯店,2022/4/7,09:06,546,東大門夜市,1,14
308,學生票,去程,2022/4/7,16:57,1017,花蓮火車站,2022/4/7,17:21,1041,北濱公園,1,24
308,學生票,去程,2022/4/7,16:57,1017,花蓮火車站,2022/4/7,17:21,1041,北濱公園,1,24
308,學生票,去程,2022/4/7,16:58,1018,花蓮火車站,2022/4/7,17:15,1035,東大門夜市,1,17
308,學生票,返程,2022/4/8,18:27,1107,七星潭,2022/4/8,19:05,1145,東大門夜市,1,38
308,學生票,去程,2022/4/9,17:03,1023,花蓮火車站,2022/4/9,17:36,1056,美侖大飯店,0,33
308,學生票,返程,2022/4/9,18:33,1113,花蓮曼波園區(海岸路),2022/4/9,19:04,1144,東大門夜市,0,31
308,學生票,返程,2022/4/10,18:34,1114,花蓮曼波園區(海岸路),2022/4/10,19:04,1144,東大門夜市,0,30
308,學生票,返程,2022/4/11,08:48,528,美崙浸信會,2022/4/11,09:15,555,花蓮電影城,1,27
308,學生票,返程,2022/4/15,18:32,1112,花蓮曼波園區(海岸路),2022/4/15,19:01,1141,北濱街,1,29
308,學生票,去程,2022/4/15,07:25,445,郵政總局,2022/4/15,08:00,480,七星潭,1,35
308,學生票,返程,2022/4/16,18:23,1103,七星潭,2022/4/16,18:58,1138,大同市場,0,35
308,學生票,返程,2022/4/18,08:55,535,煙波大飯店,2022/4/18,09:04,544,東大門夜市,1,9
308,學生票,去程,2022/4/22,07:18,438,花蓮火車站,2022/4/22,07:42,462,門諾醫院,1,24
308,學生票,去程,2022/4/24,16:59,1019,花蓮火車站,2022/4/24,17:12,1032,東大門夜市,0,13
308,學生票,去程,2022/4/24,16:59,1019,花蓮火車站,2022/4/24,17:12,1032,東大門夜市,0,13
308,學生票,返程,2022/4/29,18:33,1113,花蓮曼波園區(海岸路),2022/4/29,19:03,1143,東大門夜市,1,30
308,學生票,返程,2022/4/29,18:58,1138,亞士都飯店,2022/4/29,19:03,1143,東大門夜市,1,5
308,學生票,返程,2022/4/29,18:58,1138,亞士都飯店,2022/4/29,19:03,1143,東大門夜市,1,5
308,學生票,去程,2022/4/29,07:11,431,花蓮火車站,2022/4/29,07:35,455,花蓮女中,1,24
308,學生票,去程,2022/4/29,07:25,445,郵政總局,2022/4/29,08:00,480,花蓮曼波園區(海岸路),1,35
308,學生票,返程,2022/4/30,08:48,528,翰品酒店,2022/4/30,09:12,552,花蓮火車站,0,24
308,學生票,返程,2022/4/30,18:32,1112,花蓮曼波園區(海岸路),2022/4/30,19:04,1144,東大門夜市,0,32
308,學生票,返程,2022/5/1,18:32,1112,花蓮曼波園區(海岸路),2022/5/1,19:02,1142,東大門夜市,0,30
308,學生票,去程,2022/5/3,07:21,441,花蓮火車站,2022/5/3,07:45,465,門諾醫院,1,24
308,學生票,去程,2022/5/4,07:21,441,花蓮火車站,2022/5/4,07:46,466,門諾醫院,1,25
308,學生票,返程,2022/5/6,18:31,1111,花蓮曼波園區(海岸路),2022/5/6,18:57,1137,東大門夜市,1,26
308,學生票,去程,2022/5/6,07:25,445,郵政總局,2022/5/6,08:04,484,花蓮曼波園區(海岸路),1,39
308,學生票,去程,2022/5/7,07:15,435,花蓮火車站,2022/5/7,07:59,479,花蓮曼波園區(海岸路),0,44
308,學生票,返程,2022/5/7,18:32,1112,花蓮曼波園區(海岸路),2022/5/7,19:02,1142,東大門夜市,0,30
308,學生票,返程,2022/5/7,18:34,1114,花蓮酒廠,2022/5/7,19:09,1149,郵政總局,0,35
308,學生票,返程,2022/5/8,18:32,1112,花蓮曼波園區(海岸路),2022/5/8,19:19,1159,花蓮火車站,0,47
308,學生票,去程,2022/5/9,07:21,441,花蓮火車站,2022/5/9,07:38,458,花蓮女中,1,17
308,學生票,去程,2022/5/9,07:21,441,花蓮火車站,2022/5/9,07:49,469,麗軒國際飯店,1,28
308,學生票,去程,2022/5/10,07:21,441,花蓮火車站,2022/5/10,07:42,462,門諾醫院,1,21
308,學生票,去程,2022/5/11,07:20,440,花蓮火車站,2022/5/11,07:45,465,門諾醫院,1,25
308,學生票,去程,2022/5/12,07:18,438,花蓮火車站,2022/5/12,07:38,458,花蓮女中,1,20
308,學生票,去程,2022/5/12,07:18,438,花蓮火車站,2022/5/12,07:45,465,門諾醫院,1,27
308,學生票,返程,2022/5/13,18:32,1112,花蓮曼波園區(海岸路),2022/5/13,19:21,1161,花蓮火車站,1,49
308,學生票,去程,2022/5/13,07:17,437,花蓮火車站,2022/5/13,07:46,466,門諾醫院,1,29
308,學生票,返程,2022/5/14,18:28,1108,七星潭,2022/5/14,19:04,1144,東大門夜市,0,36
308,學生票,返程,2022/5/14,18:29,1109,七星潭,2022/5/14,19:04,1144,東大門夜市,0,35
308,學生票,去程,2022/5/18,17:12,1032,台灣企銀,2022/5/18,17:26,1046,煙波大飯店,1,14
308,學生票,去程,2022/5/18,17:12,1032,台灣企銀,2022/5/18,17:26,1046,煙波大飯店,1,14
308,學生票,返程,2022/5/20,18:32,1112,花蓮曼波園區(海岸路),2022/5/20,19:00,1140,東大門夜市,1,28
308,學生票,去程,2022/5/23,16:59,1019,花蓮火車站,2022/5/23,17:12,1032,東大門夜市,1,13
308,學生票,去程,2022/5/23,16:59,1019,花蓮火車站,2022/5/23,17:12,1032,東大門夜市,1,13
308,學生票,去程,2022/5/23,17:09,1029,台灣企銀,2022/5/23,17:41,1061,七星潭,1,32
308,學生票,去程,2022/5/23,17:09,1029,台灣企銀,2022/5/23,17:41,1061,七星潭,1,32
308,學生票,返程,2022/5/23,18:27,1107,七星潭,2022/5/23,19:00,1140,東大門夜市,1,33
308,學生票,返程,2022/5/23,18:27,1107,七星潭,2022/5/23,19:00,1140,東大門夜市,1,33
308,學生票,返程,2022/5/23,18:51,1131,門諾醫院,2022/5/23,19:09,1149,花蓮商校,1,18
308,學生票,去程,2022/5/29,16:58,1018,花蓮火車站,2022/5/29,17:48,1068,七星潭,0,50
308,學生票,去程,2022/5/29,16:58,1018,花蓮火車站,2022/5/29,17:48,1068,七星潭,0,50
308,學生票,去程,2022/6/2,17:07,1027,花蓮商校,2022/6/2,17:15,1035,海濱街,1,8
308,學生票,返程,2022/6/2,18:23,1103,七星潭,2022/6/2,19:11,1151,花蓮電影城,1,48
