縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
宜蘭縣,IV-11,水源地,115,400,E121.71591,N24.72881,台7線,水源地,外員山,115,400,120,0,平原區,4.6,15,南,3.5,,,,,2,,2,"4,140",93,48,1,51,"1,568","5,901","5,338","27,145",633,17,18,0.61,
宜蘭縣,IV-12,星月廣場,120,500,E121.74965,N24.75581,台7線,外員山,黎明國小,120,0,123,500,平原區,3.5,22.7,北,3.5,3.5,4,,,-,,0.5,"2,865",84,18,1,3,"1,486","4,457","3,922","15,600",391,12,13,0.52,
宜蘭縣,IV-12,星月廣場,120,500,E121.74965,N24.75581,台7線,外員山,黎明國小,120,0,123,500,平原區,3.5,22.7,南,3.3,3.3,4.4,,,-,,0.2,"3,228",69,20,2,2,"1,876","5,197","4,500","18,190",361,7,8,0.52,
宜蘭縣,IV-13,壯圍,124,800,E121.78301,N24.74752,台7線,黎明國小,壯圍,123,500,126,300,平原區,2.8,20,北,3.5,3.5,,,,2.5,,0.5,"4,066",49,39,0,11,"2,870","7,035","6,241","19,698",596,7,8,0.53,
宜蘭縣,IV-13,壯圍,124,800,E121.78301,N24.74752,台7線,黎明國小,壯圍,123,500,126,300,平原區,2.8,20,南,3.5,3.5,,,,2.5,,0.5,"3,886",41,30,0,1,"2,940","6,898","6,054","19,314",529,17,18,0.53,
宜蘭縣,IV-14,獨立山,5,200,E121.47931,N24.57514,台7甲線,百韜橋,四季,0,0,18,350,山嶺區,18.4,10.9,北,3,,,,,　,,0.4,942,33,15,0,0,38,"1,028","1,691","18,915",310,17,18,0.81,
宜蘭縣,IV-14,獨立山,5,200,E121.47931,N24.57514,台7甲線,百韜橋,四季,0,0,18,350,山嶺區,18.4,10.9,南,3.9,,,,,　,,0.4,801,31,12,0,0,35,879,"1,452","16,174",71,17,18,0.81,
宜蘭縣,IV-15,可法橋,31,900,E121.36361,N24.43040,台7甲線,四季,思源,18,350,45,755,山嶺區,27.4,7.8,北,3.9,,,,,　,,0.4,560,28,20,0,1,34,643,"1,121","17,618",318,16,17,0.9,
宜蘭縣,IV-15,可法橋,31,900,E121.36361,N24.43040,台7甲線,四季,思源,18,350,45,755,山嶺區,27.4,7.8,南,3.9,,,,,　,,0.4,490,27,28,0,1,29,575,"1,046","15,755",35,16,17,0.9,
宜蘭縣,IV-16,復興村,5,900,E121.60919,N24.63256,台7丙線,牛鬥,三星,0,0,13,885,丘陵區,13.9,14.2,北,3.6,,,,,2,,1.5,379,11,10,0,1,25,426,444,"5,921",52,15,16,0.62,
宜蘭縣,IV-16,復興村,5,900,E121.60919,N24.63256,台7丙線,牛鬥,三星,0,0,13,885,丘陵區,13.9,14.2,南,3.6,,,,,2,,1.5,479,11,10,0,0,34,534,545,"7,423",84,15,16,0.62,
宜蘭縣,IV-17,廣興大橋,21,900,E121.72907,N24.66959,台7丙線,廣興大橋,廣興,21,600,23,810,平原區,2.2,16,北,3.5,3.5,,,,-,,1,"4,810",50,98,0,31,"2,075","7,064","6,370","15,541",569,9,10,0.56,
宜蘭縣,IV-17,廣興大橋,21,900,E121.72907,N24.66959,台7丙線,廣興大橋,廣興,21,600,23,810,平原區,2.2,16,南,3.5,3.5,,,,-,,1,"6,053",50,102,0,31,"2,635","8,871","7,955","19,516",732,17,18,0.56,
