縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,自行車_平日交通量,自行車_假日交通量,備註
台東縣,Ⅲ-34,大武橋,435,100,"E120'54'24.9""","N22'21'39.1""",台9線,大武,壽卡,435,0,455,359,丘陵區,20.4,18,南,3.4,3.9,,,,0,,1.5,"4,248",141,258,0,213,911,"5,771","6,658","117,728",728,15,16,0.5,22,33,
屏東縣,Ⅲ-35,丹路,471,800,"E120'43'22.8""","N22'12'27.1""",台9線,壽卡,楓港,455,359,475,646,山嶺區,20.3,18,北,3.4,4,,,,0,,1.5,"3,320",239,202,2,192,302,"4,257","8,404","86,417",932,9,10,0.52,113,34,
屏東縣,Ⅲ-35,丹路,471,800,"E120'43'22.8""","N22'12'27.1""",台9線,壽卡,楓港,455,359,475,646,山嶺區,20.3,18,南,3.4,4,,,,0,,1.5,"3,192",143,235,0,164,275,"4,009","7,723","81,383","1,155",17,18,0.52,12,10,
台東縣,Ⅲ-36,卑南鄉公所,2,300,"E'121'05'14.7""","N22'46'57.3""",台9乙線,賓朗,大南,0,0,9,24,丘陵區,9,18.2,北,3.4,4.5,,,,0,,1.1,"2,990",112,112,0,88,830,"4,132","4,376","37,188",412,10,11,0.5,0,0,
台東縣,Ⅲ-36,卑南鄉公所,2,300,"E'121'05'14.7""","N22'46'57.3""",台9乙線,賓朗,大南,0,0,9,24,丘陵區,9,18.2,南,3.4,4.5,,,,0,,1.1,"2,933",80,142,0,121,837,"4,113","4,484","37,017",445,17,18,0.5,0,0,
台東縣,Ⅲ-37,外環道便利商店,85,600,"E121'27'28.6""","N23'19'2.3""",台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,北,3.5,,,,,2.2,,2.9,"1,053",134,24,0,7,184,"1,402","1,654","51,313",380,11,12,0.55,7,42,
台東縣,Ⅲ-37,外環道便利商店,85,600,"E121'27'28.6""","N23'19'2.3""",台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,南,3.5,,,,,2.2,,2.9,902,49,32,0,8,160,"1,151","1,265","42,127",380,11,12,0.55,3,11,
台東縣,Ⅲ-38,萬年橋,112,300,"E121'23'3.6""","N23'06'35.6""",台11線,三仙,成功,109,199,114,0,丘陵區,4.8,18.2,北,3.5,,,,,2.4,,3.1,"2,508",184,85,0,10,862,"3,649","3,796","17,515",768,11,12,0.51,0,0,
台東縣,Ⅲ-38,萬年橋,112,300,"E121'23'3.6""","N23'06'35.6""",台11線,三仙,成功,109,199,114,0,丘陵區,4.8,18.2,南,3.5,,,,,2.4,,3.1,"2,597",63,66,0,13,804,"3,543","3,451","17,006",768,11,12,0.51,0,0,
台東縣,Ⅲ-39,全滿加油站,114,300,"E121'22'7.3""","N23'06'3.8""",台11線,成功,新港,114,0,123,323,丘陵區,9.3,18.4,北,3.5,,,,,2.3,,3.5,"2,592",167,104,0,34,533,"3,430","3,842","31,899",773,14,15,0.5,0,0,
台東縣,Ⅲ-39,全滿加油站,114,300,"E121'22'7.3""","N23'06'3.8""",台11線,成功,新港,114,0,123,323,丘陵區,9.3,18.4,南,3.6,,,,,2.4,,2.9,"2,738",60,81,0,22,535,"3,436","3,539","31,955",773,14,15,0.5,0,0,
台東縣,Ⅲ-40,東河道班房,128,950,"E121'18'42.1""","N22'59'9.2""",台11線,新港,興昌,123,323,142,382,丘陵區,19.1,13,北,3.5,,,,,2,,0.5,"2,480",170,72,0,25,340,"3,087","3,501","58,962",654,11,12,0.51,29,78,
台東縣,Ⅲ-40,東河道班房,128,950,"E121'18'42.1""","N22'59'9.2""",台11線,新港,興昌,123,323,142,382,丘陵區,19.1,13,南,3.5,,,,,2,,0.5,"2,466",76,79,0,25,330,"2,976","3,221","56,842",654,11,12,0.51,50,79,
台東縣,Ⅲ-41,都蘭糖廠,145,100,"E121'13'32.7""","N22'52'16.8""",台11線,興昌,富岡,142,382,157,331,丘陵區,14.9,12.8,北,3.6,,,,,1.8,,1.6,"3,576",183,62,0,40,638,"4,499","4,830","67,035",866,10,11,0.5,0,0,
台東縣,Ⅲ-41,都蘭糖廠,145,100,"E121'13'32.7""","N22'52'16.8""",台11線,興昌,富岡,142,382,157,331,丘陵區,14.9,12.8,南,3.6,,,,,1.8,,0.4,"3,697",91,107,0,31,596,"4,522","4,744","67,378",866,10,11,0.5,0,0,
台東縣,Ⅲ-42,中華大橋,160,700,"E121'10'8.9""","N22'46'17.9""",台11線,富岡,新豐里橋,157,331,165,574,丘陵區,8.2,23.6,北,3.5,3.5,,,,2.1,,2.2,"5,724",146,93,0,102,"1,942","8,007","8,071","65,657",833,7,8,0.51,0,0,分離車道
台東縣,Ⅲ-42,中華大橋,160,700,"E121'10'8.9""","N22'46'17.9""",台11線,富岡,新豐里橋,157,331,165,574,丘陵區,8.2,23.6,南,3.5,3.5,,,,2.1,,2.2,"5,505",72,90,0,105,"1,901","7,673","7,685","62,919",791,16,17,0.51,0,0,分離車道
台東縣,Ⅲ-43,新豐里橋,165,100,"E121'08'42.7""","N22'44'28.2""",台11線,新豐里橋,豐源大橋,165,574,170,0,丘陵區,4.4,20,北,3.5,4.5,,,,0,,0.7,"4,283",94,154,0,101,"1,150","5,782","5,974","25,441",661,17,18,0.51,12,39,
台東縣,Ⅲ-43,新豐里橋,165,100,"E121'08'42.7""","N22'44'28.2""",台11線,新豐里橋,豐源大橋,165,574,170,0,丘陵區,4.4,20,南,3.5,4.5,,,,0,,0.7,"4,467",56,158,0,99,"1,176","5,956","6,096","26,206",614,7,8,0.51,18,65,
台東縣,Ⅲ-44,豐源橋收費站,170,700,"E121'05'51.6""","N22'43'28.9""",台11線,豐源大橋,知本,170,0,178,229,丘陵區,8.2,18.4,北,3.5,4.4,,,,0,,0.5,"7,850",174,156,0,91,"2,825","11,096","10,660","90,987","1,194",17,18,0.51,0,0,
台東縣,Ⅲ-44,豐源橋收費站,170,700,"E121'05'51.6""","N22'43'28.9""",台11線,豐源大橋,知本,170,0,178,229,丘陵區,8.2,18.4,南,3.5,4.4,,,,0,,0.5,"8,202",102,159,0,64,"3,122","11,649","10,917","95,522","1,215",7,8,0.51,0,0,
台東縣,Ⅲ-45,台東大橋,4,700,"E121'08'41.3""","N22'47'31.8""",台11乙線,富岡,卑南,0,0,7,405,丘陵區,7.4,12,北,3.4,,,,,2,,0.5,"1,447",56,72,0,8,537,"2,120","2,140","15,688",404,11,12,0.51,0,0,
台東縣,Ⅲ-45,台東大橋,4,700,"E121'08'41.3""","N22'47'31.8""",台11乙線,富岡,卑南,0,0,7,405,丘陵區,7.4,12,南,3.4,,,,,2,,0.5,"1,333",17,67,0,11,580,"2,008","1,930","14,859",404,11,12,0.51,0,0,
高雄市,Ⅲ-46,海巡署,187,200,"E120'10'46.9""","N22'54'0.4""",台17線,湖內,竹滬,185,205,194,780,平原區,9.6,22,北,3.5,3.5,,,,2,,0.6,"5,656",34,86,0,45,"2,930","8,751","8,022","84,010","1,146",17,18,0.52,0,0,
高雄市,Ⅲ-46,海巡署,187,200,"E120'10'46.9""","N22'54'0.4""",台17線,湖內,竹滬,185,205,194,780,平原區,9.6,22,南,3.5,3.5,,,,2,,0.6,"5,628",38,104,1,18,"2,352","8,141","7,544","78,154","1,360",15,16,0.52,0,0,
高雄市,Ⅲ-47,竹滬,196,400,"E120'13'39.1""","N22'51'38.6""",台17線,竹滬,彌陀,194,780,203,77,平原區,8.3,16,北,3.5,3.5,,,,0,,0.9,"5,589",43,223,2,67,"3,200","9,124","8,116","75,729","1,031",17,18,0.5,0,0,
高雄市,Ⅲ-47,竹滬,196,400,"E120'13'39.1""","N22'51'38.6""",台17線,竹滬,彌陀,194,780,203,77,平原區,8.3,16,南,3.5,3.5,,,,0,,0.9,"5,484",43,196,4,60,"3,444","9,231","8,101","76,617","1,276",7,8,0.5,0,0,
高雄市,Ⅲ-48,維仁橋,204,100,"E120'14'38.6""","N22'47'38.0""",台17線,彌陀,梓官,203,77,211,59,平原區,8,25,北,3.5,3.5,,,,2.3,,1.6,"7,049",62,353,2,163,"5,428","13,057","11,967","104,456","2,172",7,8,0.51,0,0,
高雄市,Ⅲ-48,維仁橋,204,100,"E120'14'38.6""","N22'47'38.0""",台17線,彌陀,梓官,203,77,211,59,平原區,8,25,南,3.5,3.5,,,,2.3,,1.6,"7,028",69,338,3,123,"4,987","12,548","11,508","100,384","1,866",17,18,0.51,0,0,
高雄市,Ⅲ-49,北界橋,211,900,"E120'16'14.9""","N22'43'53.0""",台17線,梓官,三民派出所,211,59,225,366,平原區,14.3,24.2,北,3.5,3.5,,,,2,,1.5,"11,561",70,197,0,110,"10,059","21,997","19,333","314,557","2,373",7,8,0.51,0,0,
高雄市,Ⅲ-49,北界橋,211,900,"E120'16'14.9""","N22'43'53.0""",台17線,梓官,三民派出所,211,59,225,366,平原區,14.3,24.2,南,3.5,3.5,,,,2.8,,1.5,"11,239",78,213,3,78,"9,716","21,327","18,720","304,976","2,057",7,8,0.51,0,0,
高雄市,Ⅲ-50,中坑門,243,900,"E120'22'8.5""","N22'30'24.3""",台17線,三民派出所,林園,225,366,247,804,平原區,22.4,35,北,3.5,3.6,,,,4.8,,0.7,"8,162",88,239,1,435,"10,698","19,623","17,450","439,555","2,944",7,8,0.5,48,101,
高雄市,Ⅲ-50,中坑門,243,900,"E120'22'8.5""","N22'30'24.3""",台17線,三民派出所,林園,225,366,247,804,平原區,22.4,35,南,3.5,3.6,,,,4.8,,0.4,"8,064",122,241,1,497,"10,645","19,570","17,555","438,368","2,105",17,18,0.5,45,146,
高雄市,Ⅲ-51,石化二橋,248,300,"E120'24'33.1""","N22'29'54.1""",台17線,林園,雙園大橋,247,804,251,0,平原區,3.2,18.6,北,3.2,3.5,,,,0,,2.3,"6,792",95,259,1,429,"5,497","13,073","11,912","41,834","1,631",7,8,0.51,0,0,
高雄市,Ⅲ-51,石化二橋,248,300,"E120'24'33.1""","N22'29'54.1""",台17線,林園,雙園大橋,247,804,251,0,平原區,3.2,18.6,南,3.2,3.5,,,,0,,2,"7,044",76,260,1,362,"5,896","13,639","12,175","43,645","1,250",17,18,0.51,0,0,
屏東縣,Ⅲ-52,東港監工站,251,900,"E120'26'31.7""","N22'29'48.5""",台17線,雙園大橋,烏龍,251,0,253,252,平原區,2.3,18.2,北,3.5,4,,,,0,,0.9,"8,603",75,266,2,257,"6,271","15,474","13,655","35,590","1,918",7,8,0.5,40,113,
屏東縣,Ⅲ-52,東港監工站,251,900,"E120'26'31.7""","N22'29'48.5""",台17線,雙園大橋,烏龍,251,0,253,252,平原區,2.3,18.2,南,3.5,4,,,,0,,0.9,"8,407",58,301,3,249,"6,324","15,342","13,496","35,287","1,615",17,18,0.5,18,170,
屏東縣,Ⅲ-53,東港大橋南,254,900,"E120'27'31.7""","N22'28'41.5""",台17線,烏龍,東港,253,252,255,908,平原區,2.7,27,北,3.5,3.6,,,,2,,3.5,"10,983",195,309,2,219,"8,788","20,496","18,555","55,339","1,922",7,8,0.51,156,146,雙側路肩為自行車行人車道
屏東縣,Ⅲ-53,東港大橋南,254,900,"E120'27'31.7""","N22'28'41.5""",台17線,烏龍,東港,253,252,255,908,平原區,2.7,27,南,3.5,3.6,,,,2,,3.5,"11,132",171,326,3,242,"9,441","21,315","19,222","57,551","1,825",17,18,0.51,234,222,雙側路肩為自行車行人車道
屏東縣,Ⅲ-54,仁和國小,262,800,"E120'30'40.7""","N22'26'19.3""",台17線,東港,林邊,255,908,264,134,平原區,8.2,17.4,北,3.5,4.2,,,,0,,1.2,"8,021",212,327,4,184,"3,345","12,093","11,401","99,163","1,037",17,18,0.51,0,0,
屏東縣,Ⅲ-54,仁和國小,262,800,"E120'30'40.7""","N22'26'19.3""",台17線,東港,林邊,255,908,264,134,平原區,8.2,17.4,南,3.5,4.2,,,,0,,0.6,"8,408",222,308,2,172,"3,446","12,558","11,793","102,976","1,018",17,18,0.51,0,0,
屏東縣,Ⅲ-55,佳冬農會,268,300,"E120'33'21.5""","N22'24'45.5""",台17線,林邊,水底寮,264,134,274,129,平原區,10,19,北,3.5,4,,,,0,,1,"4,329",205,244,4,115,"1,947","6,844","6,528","68,440",656,17,18,0.54,0,0,
屏東縣,Ⅲ-55,佳冬農會,268,300,"E120'33'21.5""","N22'24'45.5""",台17線,林邊,水底寮,264,134,274,129,平原區,10,19,南,3.5,4,,,,0,,1,"4,940",209,223,2,104,"2,478","7,956","7,394","79,560",894,7,8,0.54,0,0,
高雄市,Ⅲ-56,添治橋,19,950,"E120'11'29.5""","N22'54'49.0""",台17甲線,南萣橋,湖內,18,850,26,851,平原區,8,9.4,北,4.4,,,,,0,,0.3,"3,140",28,154,0,12,"3,418","6,752","5,249","54,016","1,070",7,8,0.52,0,0,
高雄市,Ⅲ-56,添治橋,19,950,"E120'11'29.5""","N22'54'49.0""",台17甲線,南萣橋,湖內,18,850,26,851,平原區,8,9.4,南,4.4,,,,,0,,0.3,"2,791",43,147,0,8,"3,266","6,255","4,828","50,040","1,070",7,8,0.52,0,0,
高雄市,Ⅲ-57,嘉興橋,67,400,"E120'18'4.0""","N22'48'48.8""",台19甲線,南高縣市界,岡山,54,612,67,830,平原區,13.2,17.8,北,3.5,3.5,,,,0,,1.9,"7,427",46,454,1,106,"10,130","18,164","14,576","239,765","1,524",7,8,0.51,0,0,
高雄市,Ⅲ-57,嘉興橋,67,400,"E120'18'4.0""","N22'48'48.8""",台19甲線,南高縣市界,岡山,54,612,67,830,平原區,13.2,17.8,南,3.5,3.5,,,,0,,1.9,"7,512",54,478,2,137,"9,120","17,303","14,199","228,400","1,421",7,8,0.51,0,0,
高雄市,Ⅲ-58,石螺潭,74,100,"E120'16'4.6""","N22'46'11.0""",台19甲線,岡山,大舍甲,67,830,74,250,平原區,6.4,8,北,3.6,,,,,0,,0.4,"2,991",32,185,5,80,"3,456","6,749","5,408","43,194","1,296",7,8,0.52,0,0,
高雄市,Ⅲ-58,石螺潭,74,100,"E120'16'4.6""","N22'46'11.0""",台19甲線,岡山,大舍甲,67,830,74,250,平原區,6.4,8,南,3.6,,,,,0,,0.4,"2,827",29,214,5,78,"3,078","6,231","5,101","39,878","1,296",7,8,0.52,0,0,
高雄市,Ⅲ-59,大舍甲,76,900,"E120'15'43.8""","N22'44'50.4""",台19甲線,大舍甲,赤崁,74,250,78,461,平原區,4.2,7.4,北,3.1,,,,,0,,0.4,"1,956",27,97,1,1,"3,238","5,320","3,829","22,344",741,17,18,0.52,0,0,
高雄市,Ⅲ-59,大舍甲,76,900,"E120'15'43.8""","N22'44'50.4""",台19甲線,大舍甲,赤崁,74,250,78,461,平原區,4.2,7.4,南,3.1,,,,,0,,0.8,"2,272",33,99,0,6,"3,405","5,815","4,257","24,423",741,17,18,0.52,0,0,
高雄市,Ⅲ-60,甲仙橋,57,500,"E120'35'8.0""","N23'04'50.9""",台20線,南高縣市界,荖濃,52,582,72,806,山嶺區,20.2,16.2,東,3.5,3.5,,,,0,,1,"2,537",45,97,0,2,"1,386","4,067","5,774","82,153",741,10,11,0.5,0,0,
高雄市,Ⅲ-60,甲仙橋,57,500,"E120'35'8.0""","N23'04'50.9""",台20線,南高縣市界,荖濃,52,582,72,806,山嶺區,20.2,16.2,西,3.5,3.5,,,,0,,1,"2,489",36,103,0,1,"1,390","4,019","5,687","81,184",949,15,16,0.5,0,0,
高雄市,Ⅲ-61,寶來一橋,78,0,"E120'41'47.7""","N23'06'26.6""",台20線,荖濃,埡口,72,806,145,905,山嶺區,73.1,8.8,東,3.5,,,,,0,,0.8,"1,102",15,35,0,2,349,"1,503","2,266","109,869",637,10,11,0.52,0,0,
高雄市,Ⅲ-61,寶來一橋,78,0,"E120'41'47.7""","N23'06'26.6""",台20線,荖濃,埡口,72,806,145,905,山嶺區,73.1,8.8,西,3.5,,,,,0,,0.8,"1,216",37,43,0,1,319,"1,616","2,550","118,130",637,10,11,0.52,0,0,
台東縣,Ⅲ-62,新武橋,196,900,"E121'07'9.8""","N23'07'59.3""",台20線,埡口,德高,145,905,208,329,丘陵區,62.4,10.8,東,4.3,,,,,0,,1,191,1,3,0,0,50,245,228,"15,288",72,15,16,0.55,0,0,
台東縣,Ⅲ-62,新武橋,196,900,"E121'07'9.8""","N23'07'59.3""",台20線,埡口,德高,145,905,208,329,丘陵區,62.4,10.8,西,4.3,,,,,0,,1,254,1,8,0,0,36,299,299,"18,658",72,15,16,0.55,0,0,
台東縣,Ⅲ-63,錦屏村,2,700,"E121'11'19.2""","N23'07'52.8""",台20甲線,初來,池上,0,0,5,714,丘陵區,5.7,7.6,東,3.4,,,,,0,,0.3,327,1,3,0,0,160,491,419,"2,799",108,8,9,0.51,0,0,
台東縣,Ⅲ-63,錦屏村,2,700,"E121'11'19.2""","N23'07'52.8""",台20甲線,初來,池上,0,0,5,714,丘陵區,5.7,7.6,西,3.4,,,,,0,,0.3,383,1,6,0,0,130,520,469,"2,964",108,8,9,0.51,0,0,
高雄市,Ⅲ-64,土庫,2,300,"E120'20'18.1""","N22'44'30.6""",台22線,楠梓,鳳山,0,0,5,353,平原區,5.4,25.8,東,3.5,3.5,,,,0,,3.6,"10,143",154,632,7,275,"9,305","20,516","17,751","110,786","2,261",7,8,0.51,0,0,
高雄市,Ⅲ-64,土庫,2,300,"E120'20'18.1""","N22'44'30.6""",台22線,楠梓,鳳山,0,0,5,353,平原區,5.4,25.8,西,3.5,3.5,,,,0,,8,"9,959",113,608,9,248,"10,130","21,067","17,890","113,762","2,201",17,18,0.51,0,0,
高雄市,Ⅲ-65,深水派出所,8,700,"E120'23'24.7""","N22'46'19.9""",台22線,鳳山,里嶺大橋,5,353,16,66,平原區,10.7,18.2,東,3.5,3.5,,,,0,,1.3,"3,731",70,105,0,62,"4,851","8,819","7,091","94,363",780,17,18,0.51,0,0,
高雄市,Ⅲ-65,深水派出所,8,700,"E120'23'24.7""","N22'46'19.9""",台22線,鳳山,里嶺大橋,5,353,16,66,平原區,10.7,18.2,西,3.5,3.5,,,,0,,1.3,"3,676",84,103,0,57,"5,202","9,122","7,249","97,605",857,7,8,0.51,0,0,
屏東縣,Ⅲ-66,加油站,20,450,"E120'29'26.8""","N22'46'19.7""",台22線,里嶺大橋,里港,16,66,21,480,平原區,5.4,18.8,東,3.4,3.4,,,,1.9,,0.5,"2,789",28,147,0,603,"1,658","5,225","6,022","28,215",641,10,11,0.51,0,0,
屏東縣,Ⅲ-66,加油站,20,450,"E120'29'26.8""","N22'46'19.7""",台22線,里嶺大橋,里港,16,66,21,480,平原區,5.4,18.8,西,3.4,3.4,,,,1.9,,0.4,"2,876",44,182,0,507,"1,344","4,953","5,677","26,746",504,9,10,0.51,0,0,
屏東縣,Ⅲ-67,茄苳腳,24,0,"E120'31'21.4""","N22'46'35.8""",台22線,里港,高樹,21,480,34,290,平原區,12.8,10.8,東,3.6,,,,,0,,2.2,"3,108",63,163,0,790,"1,108","5,232","6,484","66,970","1,286",10,11,0.5,0,0,
屏東縣,Ⅲ-67,茄苳腳,24,0,"E120'31'21.4""","N22'46'35.8""",台22線,里港,高樹,21,480,34,290,平原區,12.8,10.8,西,3.6,,,,,0,,1.4,"3,373",87,175,0,468,"1,066","5,169","5,834","66,163","1,286",10,11,0.5,0,0,
台東縣,Ⅲ-68,碾米廠,38,300,"E121'17'13.8""","N23'00'12.6""",台23線,花東縣界,泰源,16,705,38,705,丘陵區,22,9.4,北,3,,,,,0,,1.6,597,5,14,0,0,470,"1,086",889,"23,892",235,8,9,0.5,0,0,
台東縣,Ⅲ-68,碾米廠,38,300,"E121'17'13.8""","N23'00'12.6""",台23線,花東縣界,泰源,16,705,38,705,丘陵區,22,9.4,南,3,,,,,0,,1.6,580,4,25,0,0,474,"1,083",904,"23,826",235,8,9,0.5,0,0,
台東縣,Ⅲ-69,舊東河橋北端,44,950,"E121'18'13.4""","N22'58'39.1""",台23線,泰源,東河,38,705,45,224,丘陵區,6.5,9.2,北,3.7,,,,,0,,1.2,695,27,51,0,2,122,897,"1,000","5,830",267,14,15,0.51,0,0,
台東縣,Ⅲ-69,舊東河橋北端,44,950,"E121'18'13.4""","N22'58'39.1""",台23線,泰源,東河,38,705,45,224,丘陵區,6.5,9.2,南,3.7,,,,,0,,0.4,667,21,26,0,3,130,847,888,"5,506",267,14,15,0.51,0,0,
屏東縣,Ⅲ-70,鶴聲國小,0,200,"E120'28'47.7""","N22'39'54.6""",台24線,建國路,屏東,0,0,1,105,平原區,1.1,15.8,東,3.2,3.5,,,,0,,1,"5,960",30,105,0,9,"6,473","12,577","10,074","13,835",902,17,18,0.51,0,0,
屏東縣,Ⅲ-70,鶴聲國小,0,200,"E120'28'47.7""","N22'39'54.6""",台24線,建國路,屏東,0,0,1,105,平原區,1.1,15.8,西,3.2,3.5,,,,0,,1.2,"5,499",29,83,0,6,"6,266","11,883","9,446","13,071",805,17,18,0.51,0,0,
屏東縣,Ⅲ-71,明正國中,3,200,"E120'29'55.1""","N22'40'47.2""",台24線,屏東,長興,1,105,4,549,平原區,3.4,16.2,東,3.6,,,,,2,,2.4,"6,921",40,105,2,15,"7,970","15,053","11,247","51,180","1,915",17,18,0.52,0,0,
屏東縣,Ⅲ-71,明正國中,3,200,"E120'29'55.1""","N22'40'47.2""",台24線,屏東,長興,1,105,4,549,平原區,3.4,16.2,西,3.6,,,,,2,,2.4,"6,769",39,99,1,20,"9,200","16,128","11,708","54,835","1,915",17,18,0.52,0,0,
屏東縣,Ⅲ-72,德協國小,7,900,"E120'32'32.3""","N22'41'35.4""",台24線,長興,繁華,4,549,11,669,平原區,7.1,18.2,東,3.5,4,,,,0,,1.5,"6,913",45,137,2,50,"4,787","11,934","10,215","84,731",964,7,8,0.5,0,0,
屏東縣,Ⅲ-72,德協國小,7,900,"E120'32'32.3""","N22'41'35.4""",台24線,長興,繁華,4,549,11,669,平原區,7.1,18.2,西,3.5,4,,,,0,,1.5,"7,121",51,169,1,49,"4,665","12,056","10,401","85,598","1,052",17,18,0.5,0,0,
屏東縣,Ⅲ-73,三地門大橋,19,800,"E120'38'27.8""","N22'42'35.8""",台24線,繁華,三地門鄉公所,11,669,22,916,平原區,11.2,15.8,東,3.5,3.9,,,,0,,0.4,"3,300",82,87,0,245,"1,646","5,360","5,277","60,032",806,10,11,0.51,0,0,
屏東縣,Ⅲ-73,三地門大橋,19,800,"E120'38'27.8""","N22'42'35.8""",台24線,繁華,三地門鄉公所,11,669,22,916,平原區,11.2,15.8,西,3.5,3.9,,,,0,,0.4,"3,246",88,81,0,212,"1,511","5,138","5,043","57,546",953,16,17,0.51,0,0,
屏東縣,Ⅲ-74,霧台谷川大橋,31,850,"E120'42'15.5""","N22'44'53.5""",台24線,三地門鄉公所,阿禮,22,916,48,690,平原區,25.8,8.8,東,3.7,,,,,0,,0.6,886,6,7,0,0,458,"1,357","1,141","35,011",531,15,16,0.51,0,0,
屏東縣,Ⅲ-74,霧台谷川大橋,31,850,"E120'42'15.5""","N22'44'53.5""",台24線,三地門鄉公所,阿禮,22,916,48,690,平原區,25.8,8.8,西,3.7,,,,,0,,0.6,828,6,8,0,0,452,"1,294","1,082","33,385",531,15,16,0.51,0,0,
高雄市,Ⅲ-75,商協新村,3,800,"E120'23'2.5""","N22'37'6.7""",台25線,鳳山,大寮,0,0,6,564,平原區,6.6,17.2,北,3.4,4.2,,,,0,,1.1,"8,052",85,107,0,13,"16,569","24,826","18,321","163,852","1,908",17,18,0.51,0,0,
高雄市,Ⅲ-75,商協新村,3,800,"E120'23'2.5""","N22'37'6.7""",台25線,鳳山,大寮,0,0,6,564,平原區,6.6,17.2,南,3.3,3.9,,,,0,,1.1,"8,227",107,93,0,10,"17,903","26,340","19,300","173,844","2,052",7,8,0.51,0,0,
高雄市,Ⅲ-76,新庄橋,11,900,"E120'24'43.9""","N22'33'11.1""",台25線,大寮,林園,6,564,18,223,平原區,11.7,29.2,北,3.5,3.5,,,,2.7,,3.3,"11,963",181,435,4,161,"8,032","20,776","19,005","243,079","2,576",7,8,0.5,0,0,
高雄市,Ⅲ-76,新庄橋,11,900,"E120'24'43.9""","N22'33'11.1""",台25線,大寮,林園,6,564,18,223,平原區,11.7,29.2,南,3.5,3.5,,,,3.2,,2.8,"11,973",139,412,3,175,"7,801","20,503","18,795","239,885","1,990",7,8,0.5,0,0,
屏東縣,Ⅲ-77,第379號橋,3,500,"E120'41'31.5""","N22'10'57.4""",台26線,楓港,竹坑橋,0,0,8,79,平原區,8.1,24.2,東,3.5,3.5,,,,2.2,,1.2,"7,368",365,205,1,118,667,"8,724","9,048","70,664","1,229",11,12,0.5,0,0,
屏東縣,Ⅲ-77,第379號橋,3,500,"E120'41'31.5""","N22'10'57.4""",台26線,楓港,竹坑橋,0,0,8,79,平原區,8.1,24.2,西,3.5,3.5,,,,2.2,,2,"7,313",418,163,0,127,663,"8,684","9,030","70,340","1,462",16,17,0.5,0,0,
屏東縣,Ⅲ-78,車城鄉公所,16,200,"E120'42'49.3""","N22'04'32.7""",台26線,竹坑橋,網紗,8,79,21,222,平原區,13.1,20.2,東,3.5,3.8,,,,0,,1.6,"8,446",383,168,1,87,"1,716","10,801","10,567","141,493","1,410",11,12,0.51,20,132,
屏東縣,Ⅲ-78,車城鄉公所,16,200,"E120'42'49.3""","N22'04'32.7""",台26線,竹坑橋,網紗,8,79,21,222,平原區,13.1,20.2,西,3.5,3.8,,,,0,,1.6,"8,042",390,139,0,89,"1,720","10,380","10,135","135,978","1,701",15,16,0.51,18,41,
屏東縣,Ⅲ-79,恆春外環線,25,700,"E120'44'27.1""","N21'59'57.3""",台26線,網紗,車城,21,222,26,544,平原區,5.3,20.2,東,3.3,3.3,,,,2,,0.6,"6,225",204,161,0,13,"1,422","8,025","7,807","42,533",947,16,17,0.53,0,0,
屏東縣,Ⅲ-79,恆春外環線,25,700,"E120'44'27.1""","N21'59'57.3""",台26線,網紗,車城,21,222,26,544,平原區,5.3,20.2,西,3.3,3.3,,,,2,,0.6,"5,647",159,162,0,6,"1,214","7,188","6,997","38,096",926,12,13,0.53,0,0,
屏東縣,Ⅲ-80,第409號橋,31,300,"E120'46'4.5""","N21'57'26.7""",台26線,車城,墾丁鵝鑾鼻,26,544,41,849,平原區,15.3,14.8,東,3.2,3.5,,,,0,,0.6,"6,554",347,51,0,3,"2,740","9,695","8,805","148,334","1,118",16,17,0.52,8,98,
屏東縣,Ⅲ-80,第409號橋,31,300,"E120'46'4.5""","N21'57'26.7""",台26線,車城,墾丁鵝鑾鼻,26,544,41,849,平原區,15.3,14.8,西,3.2,3.5,,,,0,,0.6,"5,725",312,83,0,2,"2,660","8,782","7,920","134,365","1,022",11,12,0.52,9,47,
