縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,自行車_平日交通量,自行車_假日交通量,備註
屏東縣,Ⅲ-81,興海路,52,300,"E120'50'36.1""","N21'58'25.9""",台26線,墾丁鵝鑾鼻,港仔,41,849,70,685,丘陵區,28.8,8,東,3.5,,,,,0,,0.5,666,42,8,0,0,296,"1,012",964,"29,146",327,11,12,0.59,0,0,
屏東縣,Ⅲ-81,興海路,52,300,"E120'50'36.1""","N21'58'25.9""",台26線,墾丁鵝鑾鼻,港仔,41,849,70,685,丘陵區,28.8,8,西,3.7,,,,,0,,0.3,441,14,4,0,0,251,710,621,"20,448",327,11,12,0.59,0,0,
屏東縣,Ⅲ-82,旭海,79,800,"E120'53'18.1""","N22'11'34.6""",台26線,港仔,港仔村,70,685,80,2,平原區,9.3,7,東,5.4,,,,,0,,0.8,184,4,3,0,0,77,268,237,"2,492",125,12,13,0.58,17,13,單車道雙向行駛
屏東縣,Ⅲ-82,旭海,79,800,"E120'53'18.1""","N22'11'34.6""",台26線,港仔,港仔村,70,685,80,2,平原區,9.3,7,西,0,,,,,0,,0.8,224,4,3,0,0,136,367,306,"3,413",125,12,13,0.58,6,31,單車道雙向行駛
屏東縣,Ⅲ-83,南田檢查哨,92,800,"E120'53'19.1""","N22'17'29.5""",台26線,港仔村,達仁,80,2,93,972,平原區,14,9.4,東,3.5,,,,,0,,1.2,194,0,2,0,0,120,316,258,"4,424",86,10,11,0.51,0,0,
屏東縣,Ⅲ-83,南田檢查哨,92,800,"E120'53'19.1""","N22'17'29.5""",台26線,港仔村,達仁,80,2,93,972,平原區,14,9.4,西,3.5,,,,,0,,1.2,189,0,1,0,1,108,299,248,"4,186",86,10,11,0.51,0,0,
高雄市,Ⅲ-84,頂新發,4,100,"E120'40'1.0""","N23'02'28.6""",台27線,荖濃,中庄,0,0,10,152,山嶺區,10.2,9,北,3.5,,,,,0,,1,"1,441",19,40,0,3,423,"1,926","2,901","19,645",721,13,14,0.52,0,0,
高雄市,Ⅲ-84,頂新發,4,100,"E120'40'1.0""","N23'02'28.6""",台27線,荖濃,中庄,0,0,10,152,山嶺區,10.2,9,南,3.5,,,,,0,,1,"1,342",11,27,0,3,422,"1,805","2,646","18,411",721,13,14,0.52,0,0,
高雄市,Ⅲ-85,六龜林試所,11,300,"E120'38'36.0""","N22'59'35.6""",台27線,中庄,大津,10,152,25,152,山嶺區,15,9.2,北,3.3,,,,,0,,1.3,487,0,16,0,0,419,922,"1,230","13,830",320,16,17,0.5,0,0,
高雄市,Ⅲ-85,六龜林試所,11,300,"E120'38'36.0""","N22'59'35.6""",台27線,中庄,大津,10,152,25,152,山嶺區,15,9.2,南,3.3,,,,,0,,1.3,483,0,6,0,0,426,915,"1,181","13,725",320,16,17,0.5,0,0,
屏東縣,Ⅲ-86,高樹鄉公所,32,550,"E120'36'1.5""","N22'49'37.0""",台27線,大津,高樹,25,152,33,435,平原區,8.3,13.2,北,4,,,,,0,,2.5,"2,477",47,146,0,34,"1,564","4,268","3,747","35,424",664,10,11,0.5,112,198,
屏東縣,Ⅲ-86,高樹鄉公所,32,550,"E120'36'1.5""","N22'49'37.0""",台27線,大津,高樹,25,152,33,435,平原區,8.3,13.2,南,4,,,,,0,,2.5,"2,546",53,117,0,12,"1,584","4,312","3,714","35,790",664,10,11,0.5,95,186,
屏東縣,Ⅲ-87,高樹國中,33,800,"E120'36'14.3""","N22'48'55.1""",台27線,高樹,南華,33,435,41,871,平原區,8.4,13.2,北,4,,,,,0,,2.5,"2,847",21,103,0,96,"2,108","5,175","4,437","43,470",763,10,11,0.51,0,0,
屏東縣,Ⅲ-87,高樹國中,33,800,"E120'36'14.3""","N22'48'55.1""",台27線,高樹,南華,33,435,41,871,平原區,8.4,13.2,南,4,,,,,0,,2.5,"2,949",27,113,0,150,"2,124","5,363","4,741","45,049",763,10,11,0.51,0,0,
屏東縣,Ⅲ-88,新圍派出所,45,300,"E120'33'12.0""","N22'44'51.3""",台27線,南華,海豐,41,871,52,215,平原區,10.3,17,北,3.4,4,,,,0,,1,"2,027",7,56,0,105,647,"2,842","2,825","29,273",287,17,18,0.55,0,0,
屏東縣,Ⅲ-88,新圍派出所,45,300,"E120'33'12.0""","N22'44'51.3""",台27線,南華,海豐,41,871,52,215,平原區,10.3,17,南,3.4,4,,,,0,,1,"2,376",13,98,0,130,915,"3,532","3,482","36,380",343,8,9,0.55,0,0,
屏東縣,Ⅲ-89,警察局前,55,800,"E120'29'22.5""","N22'40'28.2""",台27線,海豐,屏東市區,52,215,56,756,平原區,4.5,27.4,北,3.7,,,,,6,,0.4,"7,968",39,82,0,3,"11,738","19,830","14,088","89,235","2,137",17,18,0.52,0,0,"快慢分隔,1車道"
屏東縣,Ⅲ-89,警察局前,55,800,"E120'29'22.5""","N22'40'28.2""",台27線,海豐,屏東市區,52,215,56,756,平原區,4.5,27.4,南,3.7,,,,,6,,1,"7,475",88,68,0,6,"11,034","18,671","13,322","84,020","2,137",17,18,0.52,0,0,"快慢分隔,1車道"
屏東縣,Ⅲ-90,劉厝橋,57,900,"E120'29'11.6""","N22'39'25.4""",台27線,屏東市區,劉厝庄,56,756,58,435,平原區,1.7,23,北,3.5,3.5,,,,2,,1.3,"12,023",157,103,0,11,"12,404","24,698","21,130","41,987","2,006",7,8,0.5,235,251,
屏東縣,Ⅲ-90,劉厝橋,57,900,"E120'29'11.6""","N22'39'25.4""",台27線,屏東市區,劉厝庄,56,756,58,435,平原區,1.7,23,南,3.5,3.5,,,,2,,1.3,"11,105",173,161,2,25,"13,082","24,548","20,845","41,732","1,890",17,18,0.5,286,218,
屏東縣,Ⅲ-91,廣安,63,300,"E120'29'12.0""","N22'36'30.9""",台27線,劉厝庄,萬丹,58,435,64,14,平原區,5.6,24.8,北,3.5,3.5,,,,2,,2,"10,685",144,390,2,160,"7,131","18,512","16,964","103,667","1,862",7,8,0.5,0,0,
屏東縣,Ⅲ-91,廣安,63,300,"E120'29'12.0""","N22'36'30.9""",台27線,劉厝庄,萬丹,58,435,64,14,平原區,5.6,24.8,南,3.5,3.5,,,,2,,2,"10,916",156,442,3,136,"6,940","18,593","17,088","104,121","1,686",17,18,0.5,0,0,
屏東縣,Ⅲ-92,萬丹加油站,67,900,"E120'28'55.1""","N22'34'31.7""",台27線,萬丹,香社,64,14,70,306,平原區,6.3,24.2,北,3.5,3.5,,,,2.1,,1.6,"9,093",113,299,2,217,"3,069","12,793","12,517","80,596","1,214",17,18,0.51,0,0,
屏東縣,Ⅲ-92,萬丹加油站,67,900,"E120'28'55.1""","N22'34'31.7""",台27線,萬丹,香社,64,14,70,306,平原區,6.3,24.2,南,3.5,3.5,,,,2.1,,1.6,"8,614",111,290,3,197,"3,084","12,299","11,975","77,484","1,235",7,8,0.51,0,0,
屏東縣,Ⅲ-93,新園鄉公所,71,700,"E120'27'46.6""","N22'32'47.9""",台27線,香社,烏龍,70,306,79,241,平原區,8.9,17.5,北,3.4,3.8,,,,0,,1.3,"8,532",173,300,0,127,"3,013","12,145","11,431","108,090","1,306",7,8,0.51,0,0,
屏東縣,Ⅲ-93,新園鄉公所,71,700,"E120'27'46.6""","N22'32'47.9""",台27線,香社,烏龍,70,306,79,241,平原區,8.9,17.5,南,3.4,3.8,,,,0,,1,"8,743",134,303,0,137,"3,230","12,547","11,748","111,668","1,193",7,8,0.51,0,0,
高雄市,Ⅲ-94,文武,6,0,"E120'38'34.7""","N22'57'36.5""",台27甲線,六龜,新威,0,0,12,79,丘陵區,12.1,12,北,3.5,,,,,2,,0.5,"2,288",44,39,0,4,403,"2,778","2,759","33,614",749,15,16,0.52,0,0,
高雄市,Ⅲ-94,文武,6,0,"E120'38'34.7""","N22'57'36.5""",台27甲線,六龜,新威,0,0,12,79,丘陵區,12.1,12,南,3.5,,,,,2,,0.5,"2,448",70,50,0,5,424,"2,997","3,045","36,264",749,15,16,0.52,0,0,
高雄市,Ⅲ-95,環球水泥廠前,3,500,"E120'15'28.4""","N22'52'52.8""",台28線,大湖,路竹交流道,0,0,5,800,平原區,5.8,20.4,東,3.5,3.5,,,,2,,1.2,"8,425",78,432,12,278,"2,633","11,858","11,903","68,776","1,576",7,8,0.5,46,26,
高雄市,Ⅲ-95,環球水泥廠前,3,500,"E120'15'28.4""","N22'52'52.8""",台28線,大湖,路竹交流道,0,0,5,800,平原區,5.8,20.4,西,3.5,3.5,,,,2,,1.2,"8,859",94,404,14,262,"2,444","12,077","12,145","70,047","1,342",17,18,0.5,39,24,
高雄市,Ⅲ-96,崙仔頂,9,50,"E120'18'40.4""","N22'52'43.2""",台28線,路竹交流道,阿蓮,5,800,9,204,平原區,3.4,20,東,3.4,3.5,,,,0,,3,"6,876",50,349,3,242,"1,600","9,120","9,170","31,008",916,10,11,0.5,0,0,
高雄市,Ⅲ-96,崙仔頂,9,50,"E120'18'40.4""","N22'52'43.2""",台28線,路竹交流道,阿蓮,5,800,9,204,平原區,3.4,20,西,3.4,3.5,,,,0,,3,"6,829",36,349,4,230,"1,584","9,032","9,059","30,709",999,7,8,0.5,0,0,
高雄市,Ⅲ-97,磚仔窯,12,800,"E120'20'37.2""","N22'52'52.4""",台28線,阿蓮,田寮交流道,9,204,13,705,平原區,4.5,15,東,3.4,,,,,2,,2,"5,413",46,206,3,168,"2,826","8,662","7,843","38,979","1,477",17,18,0.51,31,62,
高雄市,Ⅲ-97,磚仔窯,12,800,"E120'20'37.2""","N22'52'52.4""",台28線,阿蓮,田寮交流道,9,204,13,705,平原區,4.5,15,西,3.4,,,,,2,,2,"5,159",56,235,4,126,"2,625","8,205","7,444","36,922","1,477",17,18,0.51,24,84,
高雄市,Ⅲ-98,崇德,16,200,"E120'22'10.2""","N22'52'40.0""",台28線,田寮交流道,旗尾,13,705,31,382,丘陵區,17.7,15.4,東,3.5,3.5,,,,0,,0.6,"3,687",48,165,0,23,"1,596","5,519","5,186","97,686",701,9,10,0.5,0,0,
高雄市,Ⅲ-98,崇德,16,200,"E120'22'10.2""","N22'52'40.0""",台28線,田寮交流道,旗尾,13,705,31,382,丘陵區,17.7,15.4,西,3.5,3.5,,,,0,,0.6,"3,632",60,205,0,128,"1,445","5,470","5,669","96,819",722,13,14,0.5,0,0,
高雄市,Ⅲ-99,中壇,34,800,"E120'31'29.5""","N22'53'11.2""",台28線,旗尾,茂林,31,382,48,968,丘陵區,17.6,12,東,3.4,,,,,2,,0.5,"5,742",66,110,0,55,"2,143","8,116","7,617","142,842","1,484",13,14,0.5,13,15,
高雄市,Ⅲ-99,中壇,34,800,"E120'31'29.5""","N22'53'11.2""",台28線,旗尾,茂林,31,382,48,968,丘陵區,17.6,12,西,3.4,,,,,2,,0.5,"5,497",97,78,0,131,"2,182","7,985","7,768","140,536","1,484",13,14,0.5,20,24,
高雄市,Ⅲ-I00,小林,24,250,"E120'38'2.5""","N23'09'2.7""",台29線,那瑪夏,甲仙,0,0,35,320,山嶺區,35.3,9.2,北,4,,,,,0,,0.9,632,8,16,0,0,154,810,"1,222","28,593",345,16,17,0.52,0,0,
高雄市,Ⅲ-I00,小林,24,250,"E120'38'2.5""","N23'09'2.7""",台29線,那瑪夏,甲仙,0,0,35,320,山嶺區,35.3,9.2,南,4,,,,,0,,0.3,709,7,17,0,0,151,884,"1,335","31,205",345,16,17,0.52,0,0,
高雄市,Ⅲ-I01,寶隆橋,39,800,"E120'33'32.9""","N23'03'14.2""",台29線,甲仙,杉林,35,320,56,243,山嶺區,20.9,12,北,3.4,,,,,2,,0.5,"1,611",47,72,0,27,395,"2,152","3,596","44,977",993,15,16,0.5,0,0,
高雄市,Ⅲ-I01,寶隆橋,39,800,"E120'33'32.9""","N23'03'14.2""",台29線,甲仙,杉林,35,320,56,243,山嶺區,20.9,12,南,3.4,,,,,2,,0.5,"1,587",29,75,0,20,401,"2,112","3,442","44,141",993,15,16,0.5,0,0,
高雄市,Ⅲ-I02,六號橋,63,400,"E120'29'5.9""","N22'54'15.1""",台29線,杉林,旗山,56,243,66,481,丘陵區,10.2,13.4,北,3.5,,,,,2,,1.2,"6,228",73,120,0,37,"3,503","9,961","8,744","101,602","1,482",10,11,0.51,0,0,
高雄市,Ⅲ-I02,六號橋,63,400,"E120'29'5.9""","N22'54'15.1""",台29線,杉林,旗山,56,243,66,481,丘陵區,10.2,13.4,南,3.5,,,,,2,,1.2,"6,441",81,84,0,47,"3,603","10,256","8,973","104,611","1,482",10,11,0.51,0,0,
高雄市,Ⅲ-I03,尚和,78,200,"E120'27'12.5""","N22'46'52.1""",台29線,旗山,嶺口,66,481,79,324,平原區,12.8,20.2,北,3.4,4.4,,,,0,,1.2,"3,980",165,205,0,121,"2,267","6,738","6,259","86,246",630,15,16,0.5,0,0,
高雄市,Ⅲ-I03,尚和,78,200,"E120'27'12.5""","N22'46'52.1""",台29線,旗山,嶺口,66,481,79,324,平原區,12.8,20.2,南,3.4,4.4,,,,0,,1.2,"4,110",146,143,1,165,"2,262","6,827","6,399","87,386",824,16,17,0.5,0,0,
高雄市,Ⅲ-I04,嶺口附近,82,900,"E120'26'48.3""","N22'44'21.4""",台29線,嶺口,大樹,79,324,87,962,平原區,8.6,20.2,北,3.4,3.5,,,,2.2,,0.5,"4,191",82,191,0,215,"2,720","7,399","7,150","63,631",713,17,18,0.51,0,0,
高雄市,Ⅲ-I04,嶺口附近,82,900,"E120'26'48.3""","N22'44'21.4""",台29線,嶺口,大樹,79,324,87,962,平原區,8.6,20.2,南,3.4,3.5,,,,2.2,,0.5,"4,379",51,225,0,207,"2,792","7,654","7,369","65,824",828,17,18,0.51,0,0,
高雄市,Ⅲ-I05,九曲營房前,93,600,"E120'25'25.4""","N22'38'57.9""",台29線,大樹,義和,87,962,94,632,平原區,6.7,20.3,北,3.5,4.5,,,,0,,1.2,"6,001",61,270,0,240,"3,488","10,060","9,311","67,402","1,050",7,8,0.51,0,0,
高雄市,Ⅲ-I05,九曲營房前,93,600,"E120'25'25.4""","N22'38'57.9""",台29線,大樹,義和,87,962,94,632,平原區,6.7,20.3,南,3.5,4.5,,,,0,,1.2,"5,883",54,262,0,189,"3,984","10,372","9,314","69,492","1,053",17,18,0.51,0,0,
高雄市,Ⅲ-I06,河堤旁,99,700,"E120'26'4.7""","N22'35'57.6""",台29線,義和,大發工業區,94,632,106,436,平原區,11.8,13.8,北,3.5,,,,,2.5,,0.8,"4,461",43,386,1,360,"2,279","7,530","7,542","88,854","1,820",7,8,0.51,0,0,
高雄市,Ⅲ-I06,河堤旁,99,700,"E120'26'4.7""","N22'35'57.6""",台29線,義和,大發工業區,94,632,106,436,平原區,11.8,13.8,南,3.5,,,,,2.5,,0.8,"4,421",38,442,2,377,"2,655","7,935","7,846","93,633","1,820",7,8,0.51,0,0,
高雄市,Ⅲ-I07,翁園給水廠,107,600,"E120'25'2.5""","N22'32'20.0""",台29線,大發工業區,林園,106,436,112,310,平原區,5.9,14.2,北,3.4,,,,,2.5,,1.1,"3,653",18,277,3,729,"3,012","7,692","7,945","45,383","2,569",7,8,0.51,0,0,
高雄市,Ⅲ-I07,翁園給水廠,107,600,"E120'25'2.5""","N22'32'20.0""",台29線,大發工業區,林園,106,436,112,310,平原區,5.9,14.2,南,3.4,,,,,2.5,,1.1,"3,914",17,352,8,624,"3,096","8,011","8,096","47,265","2,569",7,8,0.51,0,0,
台東縣,Ⅲ-I08,玉長公路,28,900,"E121'23'12.5""","N23'15'48.4""",台30線,長濱,寧埔,28,822,35,333,丘陵區,6.5,9.4,東,3.4,,,,,0,,1.2,739,7,15,0,2,80,843,855,"5,480",219,12,13,0.52,9,2,
台東縣,Ⅲ-I08,玉長公路,28,900,"E121'23'12.5""","N23'15'48.4""",台30線,長濱,寧埔,28,822,35,333,丘陵區,6.5,9.4,西,3.4,,,,,0,,1.2,701,6,13,0,6,56,782,816,"5,083",219,12,13,0.52,2,1,
高雄市,Ⅲ-I09,阿蓮,18,400,"E120'18'23.7""","N22'52'53.5""",台39線,南高縣市界,阿蓮,16,407,18,849,平原區,2.4,42.8,北,3.5,3.5,,,,4.5,,1.5,"2,039",10,104,0,31,822,"3,006","2,878","7,214",379,17,18,0.54,0,0,"快慢分隔,1車道"
高雄市,Ⅲ-I09,阿蓮,18,400,"E120'18'23.7""","N22'52'53.5""",台39線,南高縣市界,阿蓮,16,407,18,849,平原區,2.4,42.8,南,3.5,3.5,,,,4.5,,1.5,"2,403",17,129,0,24,923,"3,496","3,341","8,390",318,17,18,0.54,0,0,"快慢分隔,1車道"
高雄市,Ⅲ-I10,五甲交流道,1,400,"E120'21'7.4""","N22'35'27.4""",台88線,國道1號,鳳山交流道,0,0,2,154,平原區,2.2,21.5,東,3.5,3.5,,,,0,,2.2,"37,719",534,"1,817",70,"1,907",0,"42,047","47,177","92,503","3,455",7,8,0.5,0,0,
高雄市,Ⅲ-I10,五甲交流道,1,400,"E120'21'7.4""","N22'35'27.4""",台88線,國道1號,鳳山交流道,0,0,2,154,平原區,2.2,21.5,西,3.5,3.5,,,,0,,2.2,"37,706",485,"1,611",70,"1,983",0,"41,855","47,010","92,081","3,524",17,18,0.5,0,0,
高雄市,Ⅲ-I11,鳳山交流道,5,0,"E120'23'13.5""","N22'35'21.2""",台88線,鳳山交流道,大寮交流道,2,154,7,48,平原區,4.9,22,東,3.5,3.5,,,,0,,2.4,"40,684",524,"1,643",59,"2,310",89,"45,309","51,095","222,014","4,277",7,8,0.52,0,0,
高雄市,Ⅲ-I11,鳳山交流道,5,0,"E120'23'13.5""","N22'35'21.2""",台88線,鳳山交流道,大寮交流道,2,154,7,48,平原區,4.9,22,西,3.5,3.5,,,,0,,2.4,"38,210",383,"1,519",55,"2,357",73,"42,597","48,344","208,725","3,829",17,18,0.52,0,0,
高雄市,Ⅲ-I12,大寮交流道,7,700,"E120'24'46.0""","N22'35'11.0""",台88線,大寮交流道,大發交流道,7,48,9,741,平原區,2.7,22,東,3.5,3.5,,,,0,,2.4,"30,470",424,"1,224",41,"1,871",95,"34,125","38,735","92,138","3,194",9,10,0.5,0,0,
高雄市,Ⅲ-I12,大寮交流道,7,700,"E120'24'46.0""","N22'35'11.0""",台88線,大寮交流道,大發交流道,7,48,9,741,平原區,2.7,22,西,3.5,3.5,,,,0,,2.4,"29,897",350,"1,272",36,"1,933",80,"33,568","38,285","90,634","3,247",17,18,0.5,0,0,
高雄市,Ⅲ-I13,大發交流道,11,700,"E120'26'57.0""","N22'35'29.0""",台88線,大發交流道,萬丹交流道,9,741,15,143,平原區,5.4,22,東,3.5,3.5,,,,0,,2.4,"31,247",457,"1,053",14,941,124,"33,836","36,452","182,714","3,282",10,11,0.51,0,0,分離車道
高雄市,Ⅲ-I13,大發交流道,11,700,"E120'26'57.0""","N22'35'29.0""",台88線,大發交流道,萬丹交流道,9,741,15,143,平原區,5.4,22,西,3.5,3.5,,,,0,,2.4,"29,748",363,922,12,979,96,"32,120","34,707","173,448","3,353",16,17,0.51,0,0,分離車道
屏東縣,Ⅲ-I14,潮州,20,0,"E120'31'2.2""","N22'34'4.3""",台88線,萬丹交流道,竹田,15,143,22,383,平原區,7.2,21.8,東,3.5,3.5,,,,0,,2.4,"23,771",392,855,11,692,84,"25,805","27,801","185,796","2,552",10,11,0.52,0,0,
屏東縣,Ⅲ-I14,潮州,20,0,"E120'31'2.2""","N22'34'4.3""",台88線,萬丹交流道,竹田,15,143,22,383,平原區,7.2,21.8,西,3.5,3.5,,,,0,,2.4,"22,284",287,774,7,750,68,"24,170","26,188","174,024","2,970",17,18,0.52,0,0,
