縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
屏東縣,Ⅲ-10,竹田招呼站,411,500,"E120'32'45.6""","N22'34'39.2""",台1線,美和護專,潮州,408,804,413,414,平原區,4.6,20.6,北,3.5,3.5,,,,2,,0.8,"8,001",107,290,0,94,"4,642","13,134","12,128","60,416","1,061",7,8,0.5,
屏東縣,Ⅲ-10,竹田招呼站,411,500,"E120'32'45.6""","N22'34'39.2""",台1線,美和護專,潮州,408,804,413,414,平原區,4.6,20.6,南,3.5,3.5,,,,2,,0.8,"8,021",90,277,0,105,"4,550","13,043","12,072","59,998","1,062",16,17,0.5,
屏東縣,Ⅲ-11,中油加油站,415,500,"E120'33'19.2""","N22'32'54.3""",台1線,潮州,潮農倉庫,413,414,418,103,平原區,4.7,21.4,北,3.5,3.5,,,,2.3,,0.5,"4,364",33,230,0,138,"1,574","6,339","6,275","29,793",647,17,18,0.51,
屏東縣,Ⅲ-11,中油加油站,415,500,"E120'33'19.2""","N22'32'54.3""",台1線,潮州,潮農倉庫,413,414,418,103,平原區,4.7,21.4,南,3.5,3.5,,,,2.3,,0.5,"4,379",46,205,0,103,"1,848","6,581","6,359","30,931",645,7,8,0.51,
屏東縣,Ⅲ-12,武丁招呼站,419,500,"E120'31'53.1""","N22'31'29.1""",台1線,潮農倉庫,新埤,418,103,425,433,平原區,7.3,21.2,北,3.5,3.5,,,,2.3,,0.4,"4,369",71,188,0,101,"2,250","6,979","6,636","50,947",704,17,18,0.51,
屏東縣,Ⅲ-12,武丁招呼站,419,500,"E120'31'53.1""","N22'31'29.1""",台1線,潮農倉庫,新埤,418,103,425,433,平原區,7.3,21.2,南,3.5,3.5,,,,2.3,,0.4,"4,484",72,227,0,127,"2,406","7,316","6,998","53,407",699,7,8,0.51,
屏東縣,Ⅲ-13,新埤大橋北,426,600,"E120'32'59.2""","N22'47'48.2""",台1線,新埤,水底寮,425,433,435,942,平原區,10.5,23.4,北,3.5,3.5,,,,1.8,,1.2,"14,669",326,568,3,548,"2,220","18,334","19,217","192,507","2,217",16,17,0.51,
屏東縣,Ⅲ-13,新埤大橋北,426,600,"E120'32'59.2""","N22'47'48.2""",台1線,新埤,水底寮,425,433,435,942,平原區,10.5,23.4,南,3.5,3.5,,,,1.8,,1.2,"14,951",386,509,4,545,"2,367","18,762","19,598","197,001","1,867",9,10,0.51,
屏東縣,Ⅲ-14,水底寮,437,0,"E120'35'44.8""","N22'22'58.8""",台1線,水底寮,枋寮,435,942,437,0,平原區,1.1,24.4,北,3.5,3.5,,,,2.2,,2.8,"14,189",453,373,2,381,"2,581","17,979","18,385","19,777","2,246",16,17,0.51,
屏東縣,Ⅲ-14,水底寮,437,0,"E120'35'44.8""","N22'22'58.8""",台1線,水底寮,枋寮,435,942,437,0,平原區,1.1,24.4,南,3.5,3.5,3.5,,,,,1.1,"13,668",490,398,1,308,"2,571","17,436","17,470","19,180","1,976",10,11,0.51,
屏東縣,Ⅲ-15,博愛橋,438,300,"E120'36'9.0""","N22'22'24.1""",台1線,枋寮,枋山,437,0,453,693,平原區,16.7,23.2,北,3.5,3.5,,,,2.5,,2,"10,514",312,356,2,344,"1,099","12,627","13,323","210,871","1,910",16,17,0.5,
屏東縣,Ⅲ-15,博愛橋,438,300,"E120'36'9.0""","N22'22'24.1""",台1線,枋寮,枋山,437,0,453,693,平原區,16.7,23.2,南,3.5,3.5,,,,2.2,,0.3,"10,787",302,392,1,275,"1,084","12,841","13,415","214,445","1,770",10,11,0.5,
屏東縣,Ⅲ-16,楓港加油站,460,200,"E120'41'18.0""","N22'12'7.0""",台1線,枋山,楓港,453,693,460,600,平原區,6.9,26,北,3.5,3.5,3.5,,,,,1.6,"7,448",390,144,2,81,558,"8,623","8,833","59,499","1,768",15,16,0.51,
