縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,自行車_平日交通量,自行車_假日交通量,備註
花蓮縣,IV-66,光   華,0,100,E121.59046,N23.92485,台11丙線,光華,壽豐,0,0,10,0,山嶺區,10,20,北,3.7,3.7,,,,2.2,,0.4,"3,653",68,150,0,344,571,"4,786","9,549","162,724","1,122",18,19,0.62,12,41,
花蓮縣,IV-66,光   華,0,100,E121.59046,N23.92485,台11丙線,光華,壽豐,0,0,10,0,山嶺區,10,20,南,3.7,3.7,,,,2.2,,0.4,"6,322",131,191,0,271,885,"7,800","13,875","265,200","1,077",11,12,0.62,4,7,
花蓮縣,IV-67,溪  口,18,500,E121.47350,N23.81539,台11丙線,壽豐,溪口,10,0,18,650,平原區,8.65,19.6,北,3.5,3.5,,,,2,,0.8,"1,519",21,97,0,156,80,"1,873","4,041","63,682",480,20,21,0.61,1,18,
花蓮縣,IV-67,溪  口,18,500,E121.47350,N23.81539,台11丙線,壽豐,溪口,10,0,18,650,平原區,8.65,19.6,南,3.5,3.5,,,,2,,0.8,"2,504",30,80,0,132,142,"2,888","5,372","98,192",456,11,12,0.61,8,25,
花蓮縣,IV-68,大禹嶺,41,250,E121.30642,N24.17856,台14甲線,松雪樓,大禹嶺,32,975,41,694,平原區,8.7,9.8,北,4.1,,,,,-,,0.8,325,8,41,0,2,62,438,760,"6,176",191,3,4,0.65,0,0,
花蓮縣,IV-68,大禹嶺,41,250,E121.30642,N24.17856,台14甲線,松雪樓,大禹嶺,32,975,41,694,平原區,8.7,9.8,南,4.1,,,,,-,,0.8,657,4,45,0,0,122,828,"1,304","11,675",191,3,4,0.65,0,0,
花蓮縣,IV-69,富里,1,500,E121.25228,N23.17297,台23線,富里,東河,0,0,16,563,平原區,16.6,9,北,3.7,,,,,-,,0.8,447,6,8,0,0,208,669,949,"22,746",179,14,15,0.55,0,0,
花蓮縣,IV-69,富里,1,500,E121.25228,N23.17297,台23線,富里,東河,0,0,16,563,平原區,16.6,9,南,3.7,,,,,-,,0.8,582,6,8,0,0,226,822,"1,169","27,948",179,14,15,0.55,0,0,
花蓮縣,IV-70,安通(玉長公路),26,0,E121.35838,N23.26730,台30線,玉里,寧埔,15,100,28,822,平原區,13.7,9,東,3.5,,,,,-,,1,533,8,6,0,2,49,598,919,"8,432",231,5,6,0.67,0,0,
花蓮縣,IV-70,安通(玉長公路),26,0,E121.35838,N23.26730,台30線,玉里,寧埔,15,100,28,822,平原區,13.7,9,西,3.5,,,,,-,,1,"1,088",16,8,0,0,77,"1,189","1,805","16,765",231,5,6,0.67,0,0,
